"ASSESSMENT_UNIT_ID","PARAM_NAME","ACTION_ID","ACTION_TYPE","OWRD_Basin"
"OR_WS_170900090104_02_104457","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900090108_02_104461","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090108_02_104461","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090108_02_104461","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900090108_02_104461","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900090108_02_104461","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_WS_170900090109_02_104462","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090109_02_104462","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090109_02_104462","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_WS_170900090204_02_104467","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090204_02_104467","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090204_02_104467","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900090204_02_104467","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900090204_02_104467","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_WS_170900090301_02_104468","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090301_02_104468","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090301_02_104468","NITROGEN, NITRATE",35888,"TMDL","Willamette"
"OR_WS_170900090303_02_104470","AMMONIA",2037,"TMDL","Willamette"
"OR_WS_170900090303_02_104470","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090303_02_104470","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090304_02_104471","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900090304_02_104471","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900090502_02_104481","AMMONIA",2037,"TMDL","Willamette"
"OR_WS_170900090502_02_104481","DISSOLVED OXYGEN",2037,"TMDL","Willamette"
"OR_WS_170900090502_02_104481","DISSOLVED OXYGEN",35888,"TMDL","Willamette"
"OR_WS_170900090502_02_104481","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900090502_02_104481","ESCHERICHIA COLI (E. COLI)",35888,"TMDL","Willamette"
"OR_WS_170900100202_02_104493","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900100202_02_104493","PH",1936,"TMDL","Willamette"
"OR_WS_170900100204_02_104495","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100204_02_104495","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100204_02_104495","PH",1936,"TMDL","Willamette"
"OR_WS_170900100204_02_104495","TEMPERATURE",1936,"TMDL","Willamette"
"OR_WS_170900100302_02_104499","TEMPERATURE",1936,"TMDL","Willamette"
"OR_WS_170900100307_02_104504","PH",1936,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","PH",1936,"TMDL","Willamette"
"OR_WS_170900100401_02_104506","TEMPERATURE",1936,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900100402_02_104507","PH",1936,"TMDL","Willamette"
"OR_WS_170900100403_02_104508","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100403_02_104508","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100403_02_104508","PH",1936,"TMDL","Willamette"
"OR_WS_170900100404_02_104509","PH",1936,"TMDL","Willamette"
"OR_WS_170900100501_02_104512","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100501_02_104512","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100501_02_104512","PH",1936,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","PH",1936,"TMDL","Willamette"
"OR_WS_170900100502_02_104513","TEMPERATURE",1936,"TMDL","Willamette"
"OR_WS_170900100504_02_104515","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_WS_170900100504_02_104515","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900100504_02_104515","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900100504_02_104515","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900100504_02_104515","PH",1936,"TMDL","Willamette"
"OR_WS_170900110606_02_104548","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900110607_02_104549","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120101_02_104550","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120101_02_104550","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900120102_02_104551","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120103_02_104552","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120103_02_104552","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","CHLOROPHYLL-A",1936,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","DISSOLVED OXYGEN",1936,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","ESCHERICHIA COLI (E. COLI)",1936,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900120104_02_104553","PH",1936,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.1","CHLOROPHYLL-A",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.1","DISSOLVED OXYGEN",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.1","LEAD",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.1","PH",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.2","CHLOROPHYLL-A",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.2","DISSOLVED OXYGEN",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.2","LEAD",321,"TMDL","Willamette"
"OR_WS_170900120201_02_104554.2","PH",321,"TMDL","Willamette"
"OR_WS_170900120202_02_104555","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120202_02_104555","MERCURY",30674,"TMDL","Willamette"
"OR_WS_170900120302_02_104558","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120305_02_104561","ESCHERICHIA COLI (E. COLI)",30674,"TMDL","Willamette"
"OR_WS_170900120305_02_104561","MERCURY",30674,"TMDL","Willamette"
