ASSESSMENT_UNIT_ID,PARAM_NAME,Pollu_ID,ACTION_ID,Pollutant_DEQ.WQS,OWRD_Basin
OR_WS_171003021205_02_105272,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003021205_02_105272,PH,124,30358,pH,Umpqua
OR_WS_171003021305_02_105321,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003021305_02_105321,PH,124,30358,pH,Umpqua
OR_WS_171003030106_02_105275,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030106_02_105275,PH,124,30358,pH,Umpqua
OR_WS_171003030201_02_105322,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030201_02_105322,PH,124,30358,pH,Umpqua
OR_WS_171003030204_02_105278,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030205_02_105279,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030205_02_105279,PH,124,30358,pH,Umpqua
OR_WS_171003030208_02_105318,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030208_02_105318,PH,124,30358,pH,Umpqua
OR_WS_171003030705_02_105302,DISSOLVED OXYGEN,154,30358,Dissolved Oxygen,Umpqua
OR_WS_171003030802_02_105018,"SEDIMENT
",172,30358,Sedimentation,NA
OR_WS_171003050201_02_106311,TEMPERATURE,132,2044,Temperature,NA
OR_LK_1709000202_02_100705,METHYLMERCURY,109,30674,Methylmercury,NA
OR_LK_1709000301_02_100708,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_LK_1709000301_02_100708,TURBIDITY,148,40000,Turbidity,NA
OR_LK_1709000402_02_100745,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_LK_1709000701_02_100778,DISSOLVED OXYGEN,154,2036,Dissolved Oxygen,NA
OR_LK_1709000703_02_100792,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_LK_1709000901_02_100826,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,NA
OR_LK_1709000901_02_100826,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,NA
OR_LK_1709000902_02_100830,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,NA
OR_LK_1709000902_02_100830,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,NA
OR_LK_1709000902_02_100830,FECAL COLIFORM,86,35888,Fecal Coliform,NA
OR_LK_1709001002_02_100840,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_LK_1709001002_02_100840,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_LK_1709001002_02_100840,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_LK_1709001002_02_100840,MERCURY,104,30674,Mercury (total),Willamette
OR_LK_1709001002_02_100840,PH,124,1936,pH,Willamette
OR_LK_1709001106_02_100850,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_LK_1709001201_02_100853,PH,124,1936,pH,NA
OR_LK_1709001201_02_100853,PHOSPHORUS,126,1936,Phosphorus,NA
OR_LK_1709001202_02_100858,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_LK_1709001202_02_100858,MERCURY,104,30674,Mercury (total),Willamette
OR_LK_1709001203_02_100869,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1708000302_88_100669,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Columbia River
OR_SR_1708000302_88_100669,TOTAL DISSOLVED GAS,155,3753,Total Dissolved gas,Columbia River
OR_SR_1709000103_02_103716,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000104_02_103719,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000105_02_103720,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000105_02_104579,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000105_02_104579,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000105_02_104580,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000106_02_103721,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000107_02_103727,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000107_02_103728,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000107_02_104583,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000108_02_103732,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000109_02_103735,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000110_02_103749,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000110_02_104584,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000110_02_104584,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000110_02_104584,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000201_02_103752,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_SR_1709000201_02_103752,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000202_02_103766,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000203_02_103782,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_SR_1709000203_02_103782,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000203_02_104585,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_SR_1709000203_02_104585,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000203_02_104585,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000204_02_103786,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_SR_1709000204_02_103786,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000204_02_103787,ESCHERICHIA COLI (E. COLI),76,310,E. coli,Willamette
OR_SR_1709000204_02_103787,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000204_02_103787,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000204_02_103787,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000301_02_103788,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000301_02_103789,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000301_02_103790,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000301_02_103791,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000301_02_103791,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000301_02_103792,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000301_02_103794,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000301_02_103796,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000301_02_103799,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000301_02_103801,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000302_02_103806,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000302_02_103812,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000302_02_103812,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000303_02_103816,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000304_02_103821,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000304_02_103821,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000305_02_103822,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000305_02_103829,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000305_02_103829,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000305_02_103832,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000306_02_103844,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000306_05_103854,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000306_05_103854,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000306_05_103854,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000306_05_103854,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000402_02_104588,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000405_02_103868,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000406_02_103871,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000407_02_103884,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000407_02_103884,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000407_02_103884,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000501_02_103892,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000501_02_103892,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000502_02_103899,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000503_02_103906,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000503_02_103906,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000506_02_103925,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000506_02_103925,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000506_02_103927,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000506_02_103927,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000506_02_103927,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000506_02_103930,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000506_02_103930,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000701_02_103999,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000701_02_104591,DISSOLVED OXYGEN,154,2036,Dissolved Oxygen,Willamette
OR_SR_1709000701_02_104592,DISSOLVED OXYGEN,154,2036,Dissolved Oxygen,NA
OR_SR_1709000701_05_104005,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000701_05_104005,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000702_02_104007,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_02_104008,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_02_104012,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_04_104013,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000703_04_104013,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_04_104013,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000703_04_104013,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000703_05_104014,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000703_05_104014,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_05_104014,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000703_05_104014,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000703_88_104015,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000703_88_104015,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000703_88_104015,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000703_88_104015,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000704_02_104017,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000704_02_104018,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709000704_02_104018,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709000704_02_104018,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709000704_02_104018,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000704_02_104018,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000704_02_104018,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000704_02_104018,PH,124,1936,pH,Willamette
OR_SR_1709000704_02_104018,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709000704_02_104018,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709000704_02_104018,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709000704_02_104597,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000704_02_104597,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000704_02_104597,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000704_88_104019,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000704_88_104019,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000704_88_104019,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000704_88_104020,DIOXIN,74,319,"Dioxin (2,3,7,8-TCDD)",Willamette
OR_SR_1709000704_88_104020,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000704_88_104020,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000704_88_104020,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000801_02_104028,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000802_02_104034,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000802_02_104034,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000802_02_104035,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000802_02_104603,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000803_02_104037,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000804_02_104047,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000805_02_104049,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000805_02_104050,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000806_02_104051,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000806_02_104052,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000806_02_104055,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000806_02_104056,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000806_02_104058,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,NA
OR_SR_1709000807_02_104060,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000807_02_104061,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000807_02_104061,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000807_02_104061,METHYLMERCURY,109,30674,Methylmercury,Willamette
OR_SR_1709000901_02_104062,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000901_02_104062,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104062,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104064,AMMONIA,6,2037,Ammonia,Willamette
OR_SR_1709000901_02_104064,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104064,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104064,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000901_02_104064,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000901_02_104064,IRON,99,35888,Iron (total),Willamette
OR_SR_1709000901_02_104067,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104067,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104067,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000901_02_104067,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000901_02_104067,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000901_02_104068,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000901_02_104068,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104068,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104068,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000901_02_104068,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000901_02_104068,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000901_02_104069,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104069,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104069,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000901_02_104069,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000901_02_104069,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000901_02_104595,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000901_02_104595,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104595,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000901_02_104595,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000901_02_104595,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000901_02_104595,FECAL COLIFORM,86,35888,Fecal Coliform,Willamette
OR_SR_1709000901_02_104595,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000901_02_104596,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,NA
OR_SR_1709000901_02_104596,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,NA
OR_SR_1709000902_02_104072,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000902_02_104072,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000902_02_104072,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000902_02_104072,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000902_02_104072,IRON,99,35888,Iron (total),Willamette
OR_SR_1709000902_02_104072,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000902_02_104073,AMMONIA,6,2037,Ammonia,Willamette
OR_SR_1709000902_02_104073,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000902_02_104073,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000902_02_104073,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000902_02_104073,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000902_02_104073,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000902_02_104073,IRON,99,35888,Iron (total),Willamette
OR_SR_1709000903_02_104074,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000903_02_104074,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000903_02_104074,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000903_02_104075,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000903_02_104075,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000903_02_104075,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000904_02_104086,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000905_02_104088,AMMONIA,6,2037,Ammonia,Willamette
OR_SR_1709000905_02_104088,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000905_02_104088,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000905_02_104088,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000905_02_104088,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000905_02_104088,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000905_02_104088,IRON,99,35888,Iron (total),Willamette
OR_SR_1709000905_02_104088,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000906_02_104091,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000906_02_104091,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709000906_02_104093,AMMONIA,6,2037,Ammonia,Willamette
OR_SR_1709000906_02_104093,"4,4'-DDT",50,35888,"DDT 4,4'",Willamette
OR_SR_1709000906_02_104093,DISSOLVED OXYGEN,154,2037,Dissolved Oxygen,Willamette
OR_SR_1709000906_02_104093,DISSOLVED OXYGEN,154,35888,Dissolved Oxygen,Willamette
OR_SR_1709000906_02_104093,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709000906_02_104093,ESCHERICHIA COLI (E. COLI),76,35888,E. coli,Willamette
OR_SR_1709000906_02_104093,IRON,99,35888,Iron (total),Willamette
OR_SR_1709000906_02_104093,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709000906_02_104093,"NITROGEN, NITRATE",112,35888,Nitrates,Willamette
OR_SR_1709001001_02_104096,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001001_02_104096,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001001_02_104096,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001001_02_104096,PH,124,1936,pH,Willamette
OR_SR_1709001001_02_104096,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001001_02_104096,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001001_02_104096,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001002_02_104104,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001002_02_104104,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001002_02_104104,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001002_02_104104,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001002_02_104104,MERCURY,104,30674,Mercury (total),Willamette
OR_SR_1709001002_02_104104,PH,124,1936,pH,Willamette
OR_SR_1709001002_02_104104,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001002_02_104104,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001002_02_104104,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001002_02_104105,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001002_02_104105,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001002_02_104105,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001002_02_104105,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001002_02_104105,PH,124,1936,pH,Willamette
OR_SR_1709001002_02_104105,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001002_02_104105,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001002_02_104107,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,NA
OR_SR_1709001002_02_104109,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001002_02_104109,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001002_02_104109,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001002_02_104109,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001002_02_104109,PH,124,1936,pH,Willamette
OR_SR_1709001002_02_104109,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001002_02_104109,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001002_02_104109,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001002_02_104600,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001002_02_104600,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001003_02_104112,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001003_02_104112,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001003_02_104112,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001003_02_104112,PH,124,1936,pH,Willamette
OR_SR_1709001003_02_104112,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001003_02_104112,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001003_02_104112,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001003_02_104114,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001003_02_104114,PH,124,1936,pH,Willamette
OR_SR_1709001003_02_104114,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001003_02_104114,PHOSPHORUS,126,1230,Phosphorus,Willamette
OR_SR_1709001003_02_104114,TEMPERATURE,132,1936,Temperature,Willamette
OR_SR_1709001003_02_104116,PHOSPHORUS,126,1936,Phosphorus,NA
OR_SR_1709001003_02_104116,PHOSPHORUS,126,1230,Phosphorus,NA
OR_SR_1709001003_02_104120,CHLOROPHYLL-A,40,1936,Chlorophyll-a,Willamette
OR_SR_1709001003_02_104120,DISSOLVED OXYGEN,154,1936,Dissolved Oxygen,Willamette
OR_SR_1709001003_02_104120,ESCHERICHIA COLI (E. COLI),76,1936,E. coli,Willamette
OR_SR_1709001003_02_104120,ESCHERICHIA COLI (E. COLI),76,30674,E. coli,Willamette
OR_SR_1709001003_02_104120,PH,124,1936,pH,Willamette
OR_SR_1709001003_02_104120,PHOSPHORUS,126,1936,Phosphorus,Willamette
OR_SR_1709001003_02_104120,PHOSPHORUS,126,1230,Phosphorus,Willamette
