"","OrganizationID","MLocID","StationDes","MonLocType","HUC12_Name","ELEV_Ft","AU_ID","WaterTypeCode","WaterBodyCode","ben_use_code","OWRD_Basin","wqstd_code","Pollu_ID","Char_Name","SampleMedia","SampleSubmedia","Sample_Fraction","Result_status","Statistical_Base","Time_Basis","SampleStartDate","SampleStartTime","Act_Depth_Top","act_depth_height","Result_Type","Result_UID","Result_Numeric","Result_Unit","IRResultNWQSunit","Result_Operator","IRWQSUnitName","lab_Comments","General_Comments","QualifierAbbr","QualifierTxt","DO_code","DO_Class","DO_SpawnCode","SpawnStart","SpawnEnd","crit_30D","crit_7Mi","crit_Min","in_spawn","critstart","critend","is.crit","DO_sat","Violation"
"1","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-06-09,"09:23:00.0000000",NA,NA,"Actual",46861202,8.2,"mg/l",8.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2016-01-01,2016-06-15,6.5,5,4,1,2016-07-01,2016-09-30,0,NA,0
"2","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-06-12,"07:43:00.0000000",NA,NA,"Actual",45241106,9.1,"mg/l",9.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,1,2014-07-01,2014-09-30,0,NA,0
"3","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-04-09,"09:30:00.0000000",NA,NA,"Actual",47228139,10.4,"mg/l",10.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,2009-07-01,2009-09-30,0,NA,0
"4","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-10-19,"07:43:00.0000000",NA,NA,"Actual",46873185,10.3,"mg/l",10.3,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2017-01-01,2017-06-15,6.5,5,4,0,2017-07-01,2017-09-30,0,NA,0
"5","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-02-27,"07:53:00.0000000",NA,NA,"Actual",45285815,11.5,"mg/l",11.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,1,2014-07-01,2014-09-30,0,NA,0
"6","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-04-27,"11:13:00.0000000",NA,NA,"Actual",46870003,10.8,"mg/l",10.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2017-07-01,2017-09-30,0,NA,0
"7","OREGONDEQ","36787-ORDEQ","Rock Creek at mouth","River/Stream","French Charlie Canyon-Rock Creek",411,"OR_SR_1707020410_05_101701",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-04-27,"10:37:00.0000000",NA,NA,"Actual",46601165,11.6,"mg/l",11.6,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,2016-01-01,2016-05-15,6.5,5,4,1,2016-07-01,2016-09-30,0,NA,0
"8","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-04-14,"10:01:00.0000000",NA,NA,"Actual",46861150,11,"mg/l",11,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2016-01-01,2016-06-15,6.5,5,4,1,2016-07-01,2016-09-30,0,NA,0
"9","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-12-03,"10:47:00.0000000",NA,NA,"Actual",45238071,13.3,"mg/l",13.3,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2015-01-01,2015-06-15,6.5,5,4,0,2015-07-01,2015-09-30,0,NA,0
"10","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-12-15,"07:54:00.0000000",NA,NA,"Actual",47270953,12.3,"mg/l",12.3,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2011-01-01,2011-06-15,6.5,5,4,0,2011-07-01,2011-09-30,0,NA,0
"11","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2018-04-19,"07:53:00.0000000",NA,NA,"Actual",46873236,11.2,"mg/l",11.2,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2018-01-01,2018-06-15,6.5,5,4,1,2018-07-01,2018-09-30,0,NA,0
"12","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-06-20,"07:45:00.0000000",NA,NA,"Actual",45285703,9.6,"mg/l",9.6,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2013-01-01,2013-06-15,6.5,5,4,0,2013-07-01,2013-09-30,0,NA,0
"13","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-06-04,"11:03:00.0000000",NA,NA,"Actual",45272736,9.7,"mg/l",9.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2015-07-01,2015-09-30,0,NA,0
"14","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2016-08-18,"11:51:00.0000000",NA,NA,"Actual",46869932,8.7,"mg/l",8.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2016-07-01,2016-09-30,1,NA,0
"15","OREGONDEQ","36787-ORDEQ","Rock Creek at mouth","River/Stream","French Charlie Canyon-Rock Creek",411,"OR_SR_1707020410_05_101701",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2018-06-20,"10:31:00.0000000",NA,NA,"Actual",46601459,10.1,"mg/l",10.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,2018-01-01,2018-05-15,6.5,5,4,0,2018-07-01,2018-09-30,0,NA,0
"16","OREGONDEQ","11478-ORDEQ","John Day River at Service Creek","River/Stream","Service Creek-John Day River",1640,"OR_SR_1707020402_05_101644",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-08-27,"11:35:00.0000000",NA,NA,"Actual",47234655,7.7,"mg/l",7.7,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2009-07-01,2009-09-30,1,NA,0
"17","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-04-11,"11:15:00.0000000",NA,NA,"Actual",45236981,10.9,"mg/l",10.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2013-01-01,2013-06-15,6.5,5,4,1,2013-07-01,2013-09-30,0,NA,0
"18","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-02-17,"08:39:00.0000000",NA,NA,"Actual",47258262,12.3,"mg/l",12.3,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2011-01-01,2011-06-15,6.5,5,4,1,2011-07-01,2011-09-30,0,NA,0
"19","OREGONDEQ","31987-ORDEQ","Canyon Creek at John Day City Park","River/Stream","Lower Canyon Creek",3072,"OR_SR_1707020107_05_101537",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2012-06-18,"16:50:00.0000000",NA,NA,"Actual",44513703,9.9,"mg/l",9.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",13,2012-09-01,2013-06-15,8,6.5,6,0,2012-07-01,2012-09-30,0,NA,0
"20","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2012-08-30,"11:58:00.0000000",NA,NA,"Actual",47283619,8.9,"mg/l",8.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2012-07-01,2012-09-30,1,NA,0
"21","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-10-29,"11:30:00.0000000",NA,NA,"Actual",47237754,11.2,"mg/l",11.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2009-07-01,2009-09-30,0,NA,0
"22","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-08-13,"12:37:00.0000000",NA,NA,"Actual",45272774,11.4,"mg/l",11.4,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2015-07-01,2015-09-30,1,NA,0
"23","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-06-08,"11:19:00.0000000",NA,NA,"Actual",46870022,8.7,"mg/l",8.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2017-07-01,2017-09-30,0,NA,0
"24","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-08-17,"11:41:00.0000000",NA,NA,"Actual",46870041,9,"mg/l",9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2017-07-01,2017-09-30,1,NA,0
"25","OREGONDEQ","36787-ORDEQ","Rock Creek at mouth","River/Stream","French Charlie Canyon-Rock Creek",411,"OR_SR_1707020410_05_101701",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-12-03,"11:43:00.0000000",NA,NA,"Actual",46050719,13.8,"mg/l",13.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,2014-01-01,2014-05-15,6.5,5,4,0,2014-07-01,2014-09-30,0,NA,0
"26","OREGONDEQ","11478-ORDEQ","John Day River at Service Creek","River/Stream","Service Creek-John Day River",1640,"OR_SR_1707020402_05_101644",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-04-07,"12:25:00.0000000",NA,NA,"Actual",47259935,11.2,"mg/l",11.2,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2011-07-01,2011-09-30,0,NA,0
"27","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-02-27,"09:21:00.0000000",NA,NA,"Actual",45237238,12.1,"mg/l",12.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,1,2014-07-01,2014-09-30,0,NA,0
"28","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-04-08,"09:45:00.0000000",NA,NA,"Actual",47244795,10.9,"mg/l",10.9,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2010-01-01,2010-06-15,6.5,5,4,1,2010-07-01,2010-09-30,0,NA,0
"29","OREGONDEQ","11386-ORDEQ","John Day River at Hwy 206","River/Stream","Esau Canyon-John Day River",521,"OR_SR_1707020410_05_101700",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2011-08-25,"14:02:00.0000000",NA,NA,"Actual",47265957,9.4,"mg/l",9.4,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2011-07-01,2011-09-30,1,NA,0
"30","OREGONDEQ","36787-ORDEQ","Rock Creek at mouth","River/Stream","French Charlie Canyon-Rock Creek",411,"OR_SR_1707020410_05_101701",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2018-02-28,"09:51:00.0000000",NA,NA,"Actual",46601417,12,"mg/l",12,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,2018-01-01,2018-05-15,6.5,5,4,1,2018-07-01,2018-09-30,0,NA,0
"31","OREGONDEQ","36787-ORDEQ","Rock Creek at mouth","River/Stream","French Charlie Canyon-Rock Creek",411,"OR_SR_1707020410_05_101701",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-10-21,"10:27:00.0000000",NA,NA,"Actual",46050920,9.8,"mg/l",9.8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",24,2015-01-01,2015-05-15,6.5,5,4,0,2015-07-01,2015-09-30,0,NA,0
"32","OREGONDEQ","11478-ORDEQ","John Day River at Service Creek","River/Stream","Service Creek-John Day River",1640,"OR_SR_1707020402_05_101644",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-06-04,"10:15:00.0000000",NA,NA,"Actual",47230970,8.6,"mg/l",8.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2009-07-01,2009-09-30,0,NA,0
"33","OREGONDEQ","11478-ORDEQ","John Day River at Service Creek","River/Stream","Service Creek-John Day River",1640,"OR_SR_1707020402_05_101644",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2013-08-15,"10:00:00.0000000",NA,NA,"Actual",45284541,7.7,"mg/l",7.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",11,NA,NA,6.5,5,4,0,2013-07-01,2013-09-30,1,NA,0
"34","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-02-16,"09:47:00.0000000",NA,NA,"Actual",46861274,11.9,"mg/l",11.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2017-01-01,2017-06-15,6.5,5,4,1,2017-07-01,2017-09-30,0,NA,0
"35","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-08-14,"10:43:00.0000000",NA,NA,"Actual",45237438,8.1,"mg/l",8.1,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,0,2014-07-01,2014-09-30,1,NA,0
"36","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-02-12,"08:37:00.0000000",NA,NA,"Actual",47226005,12.8,"mg/l",12.8,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,2009-07-01,2009-09-30,0,NA,0
"37","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-04-08,"10:15:00.0000000",NA,NA,"Actual",47244813,11.1,"mg/l",11.1,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2010-01-01,2010-06-15,6.5,5,4,1,2010-07-01,2010-09-30,0,NA,0
"38","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-12-11,"08:49:00.0000000",NA,NA,"Actual",45241303,10.3,"mg/l",10.3,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,0,2014-07-01,2014-09-30,0,NA,0
"39","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2015-02-26,"08:31:00.0000000",NA,NA,"Actual",45241331,11.7,"mg/l",11.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2015-01-01,2015-06-15,6.5,5,4,1,2015-07-01,2015-09-30,0,NA,0
"40","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-02-16,"08:13:00.0000000",NA,NA,"Actual",46861576,11.7,"mg/l",11.7,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2017-01-01,2017-06-15,6.5,5,4,1,2017-07-01,2017-09-30,0,NA,0
"41","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-02-12,"08:15:00.0000000",NA,NA,"Actual",47225988,12.5,"mg/l",12.5,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,2009-07-01,2009-09-30,0,NA,0
"42","OREGONDEQ","37118-ORDEQ","Middle Fork John Day River at Hwy 395 RM 25.4","River/Stream","Granite Creek-Middle Fork John Day River",2858,"OR_SR_1707020303_05_101624",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2012-08-21,"17:30:00.0000000",NA,NA,"Actual",46057683,8,"mg/l",8,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2012-01-01,2012-06-15,8,6.5,6,0,2012-07-01,2012-09-30,1,NA,0
"43","OREGONDEQ","11017-ORDEQ","North Fork John Day River at Kimberly","River/Stream","Birch Creek-North Fork John Day River",1829,"OR_SR_1707020210_05_101613",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2009-04-09,"11:40:00.0000000",NA,NA,"Actual",47228173,11,"mg/l",11,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2009-01-01,2009-06-15,6.5,5,4,1,2009-07-01,2009-09-30,0,NA,0
"44","OREGONDEQ","11020-ORDEQ","South Fork John Day River at Dayville","River/Stream","Smoky Creek-South Fork John Day River",2342,"OR_SR_1707020104_05_101527",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water",NA,"Final",NA,NA,2010-02-25,"08:57:00.0000000",NA,NA,"Actual",47242740,11.6,"mg/l",11.6,"=","mg/l",NA,"NULL","DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2010-01-01,2010-06-15,6.5,5,4,1,2010-07-01,2010-09-30,0,NA,0
"45","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-12-07,"08:11:00.0000000",NA,NA,"Actual",46873202,13.9,"mg/l",13.9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2017-01-01,2017-06-15,6.5,5,4,0,2017-07-01,2017-09-30,0,NA,0
"46","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2018-06-07,"08:41:00.0000000",NA,NA,"Actual",46873255,9,"mg/l",9,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2018-01-01,2018-06-15,6.5,5,4,1,2018-07-01,2018-09-30,0,NA,0
"47","OREGONDEQ","11479-ORDEQ","John Day River upstream of Dayville","River/Stream","Stockdale Creek-John Day River",2382,"OR_SR_1707020110_05_101552",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2014-04-17,"07:43:00.0000000",NA,NA,"Actual",45285839,10.5,"mg/l",10.5,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",3,"Cool Water",25,2014-01-01,2014-06-15,6.5,5,4,1,2014-07-01,2014-09-30,0,NA,0
"48","OREGONDEQ","26936-ORDEQ","Black Canyon Creek","River/Stream","Black Canyon Creek",4019,"OR_WS_170702010403_05_102035",2,2,5,"John Day",3,154,"Dissolved oxygen (DO)","Water","Surface Water","Dissolved","Final",NA,NA,2017-08-16,"13:55:00.0000000",NA,NA,"Actual",46947752,9.4,"mg/l",9.4,"=","mg/l",NA,NA,"DQL=A","Data of known Quality; meets QC limits established in a DEQ approved QAPP.",2,"Cold Water",25,2017-01-01,2017-06-15,8,6.5,6,0,2017-07-01,2017-09-30,1,NA,0
