AU_ID,OWRD_Basin,num_samples,num_Violations,critical_excursions,IR_category,type,Data_Review_Code,Data_Review_Comment,Rational
OR_SR_1710030505_02_104992,South Coast,28,8,6,Cat 5,Spawning instant,,,8 of 28 spawning samples exceed critieria value. 
