"MLocID","StationDes","Lat_DD","Long_DD","AU_ID","MonLocType","Period","OWRD_Basin","data_period_start","data_period_end","IR_category","total_violations","max_violations_3yr","max_3yr_results_in_crit_period","total_spawn_violations","max_spawn_violations_3yr"
"40371-ORDEQ","Gettings Creek North Fork DS of Witcher Gateway Rd",43.83670099,-123.0142009,"OR_WS_170900020401_02_104238","River/Stream","Year round","Willamette",2017-08-14,2017-11-07,"Cat5",24,24,48,NA,NA
"40426-ORDEQ","Whychus Creek 364 m DS of Rd 1514 bridge",44.1922894,-121.66393487,"OR_WS_170703010701_05_102297","River/Stream","Year round","Deschutes",2014-03-30,2017-08-10,"Cat2",0,0,93,NA,NA
"40432-ORDEQ","Tumalo Creek at mouth ",44.11606085,-121.33933292,"OR_WS_170703010502_05_102292","River/Stream","Year round","Deschutes",2014-05-21,2014-09-30,"Cat5",13,13,92,NA,NA
"40513-ORDEQ","Plunkett Creek just upstream of Highway 223",44.65266721,-123.42692091,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-10,2017-09-27,"Cat2",0,0,89,NA,NA
"40514-ORDEQ","Maxfield Creek about 1000 ft upstream of Highway 223",44.69287401,-123.42058464,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-06,2017-10-10,"Cat5",57,57,92,NA,NA
"40515-ORDEQ","Maxfield Creek near Pit Rd.",44.69632738,-123.4005179,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-06,2017-10-08,"Cat5",53,53,92,NA,NA
"40516-ORDEQ","Woods Creek about 1.5 miles east of Highway 223 on private roads",44.66474167,-123.40674268,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-28,2017-10-08,"Cat2",0,0,92,NA,NA
"40517-ORDEQ","South Fork Pedee Creek about 900 ft upstream of Pedee Creek Road",44.77307107,-123.45246268,"OR_WS_170900030504_02_104278","River/Stream","Year round","Willamette",2017-06-09,2017-09-27,"Cat5",8,8,89,NA,NA
"40522-ORDEQ","Woods Creek just upstream of Price Creek Road",44.68338666,-123.43237854,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-07-03,2017-10-08,"Cat5",11,11,90,NA,NA
"40524-ORDEQ","Grant Creek at Frost Road culvert",44.83914596,-123.41033464,"OR_WS_170900030507_02_104281","River/Stream","Year round","Willamette",2017-06-09,2017-09-27,"Cat2",0,0,89,NA,NA
"40525-ORDEQ","Price Creek just downstream of 90-degree bend in Pit Road",44.67774563,-123.41138691,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-10,2017-10-08,"Cat5",14,14,92,NA,NA
"40528-ORDEQ","Ritner Creek at upstream end of county park",44.7401881,-123.493,"OR_WS_170900030504_02_104278","River/Stream","Year round","Willamette",2017-06-08,2017-09-30,"Cat5",24,24,92,NA,NA
"40529-ORDEQ","Ritner Creek at Gage Road culvert",44.7431664,-123.50519797,"OR_WS_170900030504_02_104278","River/Stream","Year round","Willamette",2017-06-08,2017-09-30,"Cat2",0,0,85,NA,NA
"40530-ORDEQ","Maxfield Creek at most downstream bridge on Maxfield Creek Rd.",44.69415218,-123.41010413,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-08,2017-10-10,"Cat5",51,51,92,NA,NA
"40531-ORDEQ","Maxfield Creek just upstream of Luckiamute R",44.69872141,-123.43846146,"OR_WS_170900030503_02_104277","River/Stream","Year round","Willamette",2017-06-06,2017-10-10,"Cat5",35,35,92,NA,NA
"CRGNSA-002","Bridal Veil Temp Monitor",45.55607948,-122.1825408,"OR_WS_170800010803_15_103654","River/Stream","Year round","Sandy",2010-06-30,2010-09-22,"Cat2",0,0,84,NA,NA
"CRGNSA-007","Horsetail Water Temp Probe",45.59052858,-122.0693824,"OR_WS_170800010802_15_103653","River/Stream","Year round","Columbia River",2012-06-19,2012-10-01,"Cat2",0,0,92,NA,NA
"CRGNSA-008","McCord Water Temp Monitor",45.6144034,-121.997059,"OR_WS_170800010801_15_103707","River/Stream","Year round","Sandy",2014-07-23,2014-10-15,"Cat5",40,40,70,NA,NA
"CRGNSA-008","McCord Water Temp Monitor",45.6144034,-121.997059,"OR_WS_170800010801_15_103707","River/Stream","Spawn","Sandy",2014-08-15,2014-10-15,"Cat5",NA,NA,NA,62,62
"CRGNSA-009","Moffett Water Temperature Monitor",45.62298199,-121.9766136,"OR_WS_170800010801_15_103707","River/Stream","Year round","Sandy",2014-07-23,2014-10-15,"Cat5",39,39,70,NA,NA
"CRGNSA-009","Moffett Water Temperature Monitor",45.62298199,-121.9766136,"OR_WS_170800010801_15_103707","River/Stream","Spawn","Sandy",2014-08-15,2014-10-15,"Cat5",NA,NA,NA,62,62
"CRGNSA-011","Multnomah Creek mu15_LTWT",45.57867585,-122.1296971,"OR_WS_170800010803_15_103654","River/Stream","Year round","Sandy",2008-07-01,2010-10-19,"Cat5",21,21,184,NA,NA
"CRGNSA-012","Multnomah Creek Upper mu40_LTWT",45.57777447,-122.1201179,"OR_WS_170800010803_15_103654","River/Stream","Year round","Sandy",2008-06-04,2017-08-29,"Cat5",23,17,60,NA,NA
"CRGNSA-013","Oneonta Water Temp Probe",45.58987397,-122.075404,"OR_WS_170800010802_15_103653","River/Stream","Year round","Columbia River",2012-06-19,2012-10-01,"Cat2",0,0,92,NA,NA
"CRGNSA-014","Viento Cr. 2013 Water Temp Monitor 1",45.69612843,-121.6679001,"OR_WS_170701051106_02_102614","River/Stream","Year round","Hood",2013-07-08,2013-09-16,"Cat2",0,0,71,NA,NA
"CRGNSA-015","Wahkeena Creek wa20_LTWT",45.57791417,-122.129531,"OR_WS_170800010803_15_103654","River/Stream","Year round","Sandy",2008-07-01,2011-10-24,"Cat2",0,0,92,NA,NA
"CRGNSA-015","Wahkeena Creek wa20_LTWT",45.57791417,-122.129531,"OR_WS_170800010803_15_103654","River/Stream","Spawn","Sandy",2011-10-15,2011-10-24,"Cat2",NA,NA,NA,0,0
"DNF_001","ab2750_LTWT",44.56057263,-121.6298686,"OR_WS_170703010911_05_102321","River/Stream","Year round","Deschutes",2008-06-06,2009-10-15,"Cat5",18,18,184,NA,NA
"DNF_002","ba4856_WT",43.35549339,-121.8847649,"OR_WS_170703020102_05_102334","River/Stream","Year round","Deschutes",2008-06-18,2008-10-26,"Cat2",0,0,92,NA,NA
"DNF_004","bc4200_LTWT",43.72362831,-121.795478,"OR_WS_170703010205_05_102279","River/Stream","Year round","Deschutes",2011-07-05,2014-10-29,"Cat5",36,36,270,NA,NA
"DNF_005","bm4633_LTWT",43.48256419,-121.9094742,"OR_WS_170703020202_05_102340","River/Stream","Year round","Deschutes",2009-06-11,2009-10-12,"Cat5",10,10,92,NA,NA
"DNF_006","bm4738_LTWT",43.36704885,-121.9660553,"OR_WS_170703020201_05_102339","River/Stream","Year round","Deschutes",2008-06-19,2008-10-26,"Cat2",0,0,92,NA,NA
"DNF_007","br3130_LTWT",44.50619461,-121.6620093,"OR_WS_170703010907_05_102318","River/Stream","Year round","Deschutes",2009-06-15,2011-10-17,"Cat5",41,41,184,NA,NA
"DNF_008","ca5731_WT",44.04131985,-121.7058796,"OR_WS_170703010101_05_102266","River/Stream","Year round","Deschutes",2012-08-08,2012-10-05,"Cat2",0,0,54,NA,NA
"DNF_009","cd2600_WT",44.57537843,-121.6195805,"OR_WS_170703010909_05_102320","River/Stream","Year round","Deschutes",2009-06-12,2009-10-15,"Cat2",0,0,92,NA,NA
"DNF_010","cd2800_LTWT",44.56716839,-121.6394626,"OR_WS_170703010909_05_102320","River/Stream","Year round","Deschutes",2010-07-05,2015-10-26,"Cat2",0,0,276,NA,NA
"DNF_011","cd3120_LTWT",44.58307908,-121.6777531,"OR_WS_170703010909_05_102320","River/Stream","Year round","Deschutes",2008-06-06,2008-10-06,"Cat2",0,0,92,NA,NA
"DNF_012","ck4690_WT",43.8443139,-121.8889294,"OR_WS_170703010105_05_102270","River/Stream","Year round","Deschutes",2012-07-24,2012-10-22,"Cat5",53,53,69,NA,NA
"DNF_013","ct4460_LTWT",43.81748432,-121.7959974,"OR_WS_170703010107_05_102272","River/Stream","Year round","Deschutes",2009-06-11,2009-10-12,"Cat2",0,0,92,NA,NA
"DNF_015","cy2926_LTWT",44.50424572,-121.6645858,"OR_WS_170703010907_05_102318","River/Stream","Year round","Deschutes",2009-06-15,2009-10-11,"Cat2",0,0,92,NA,NA
"DNF_016","cy3200_WT",44.50936182,-121.723001,"OR_WS_170703010907_05_102318","River/Stream","Year round","Deschutes",2008-06-09,2008-10-05,"Cat5",11,11,92,NA,NA
"DNF_031","dr4165_LTWT",43.81779077,-121.494692,"OR_WS_170703010306_05_102286","River/Stream","Year round","Deschutes",2009-06-11,2014-10-29,"Cat2",0,0,276,NA,NA
"DNF_032","dr4230_LTWT",43.74074945,-121.6068305,"OR_WS_170703010301_05_102282","River/Stream","Year round","Deschutes",2009-05-12,2015-06-09,"Cat5",7,7,254,NA,NA
"DNF_034","dr4445_LTWT",43.81631491,-121.7757935,"OR_WS_170703010104_05_102269","River/Stream","Year round","Deschutes",2010-07-06,2015-09-16,"Cat5",625,358,274,NA,NA
"DNF_036","dr4750_LTWT",43.89634966,-121.7641581,"OR_WS_170703010104_05_102269","River/Stream","Year round","Deschutes",2008-06-16,2015-05-26,"Cat5",501,273,269,NA,NA
"DNF_038","fr4160_LTWT",43.79435043,-121.5307175,"OR_WS_170703010302_05_102283","River/Stream","Year round","Deschutes",2009-06-11,2014-06-10,"Cat5",339,183,272,NA,NA
"DNF_041","If_Horse_WT",44.3560262,-121.6181,"OR_WS_170703010705_05_102300","River/Stream","Year round","Deschutes",2012-07-24,2015-11-16,"Cat5",10,10,269,NA,NA
"DNF_042","If_Us_WT",44.36672323,-121.628691,"OR_WS_170703010705_05_102300","River/Stream","Year round","Deschutes",2012-07-25,2014-11-03,"Cat5",6,6,229,NA,NA
"DNF_043","if3180_LTWT",44.35083733,-121.5517847,"OR_WS_170703010707_05_102302","River/Stream","Year round","Deschutes",2009-06-16,2015-11-16,"Cat5",16,8,183,NA,NA
"DNF_044","if3239_LTWT",44.36154761,-121.622726,"OR_WS_170703010705_05_102300","River/Stream","Year round","Deschutes",2008-06-10,2015-11-16,"Cat5",14,13,269,NA,NA
"DNF_045","if3330_WT",44.37431613,-121.6400359,"OR_WS_170703010705_05_102300","River/Stream","Year round","Deschutes",2014-11-11,2015-11-16,"Cat5",11,11,92,NA,NA
"DNF_046","jf2700_LTWT",44.57582466,-121.6205635,"OR_WS_170703010910_05_102626","River/Stream","Year round","Deschutes",2008-07-25,2011-10-17,"Cat2",0,0,273,NA,NA
"DNF_047","jf2800_LTWT",44.56901819,-121.6395441,"OR_WS_170703010910_05_102626","River/Stream","Year round","Deschutes",2009-06-12,2016-05-25,"Cat2",0,0,276,NA,NA
"DNF_048","jk2897_LTWT",44.4971923,-121.6553938,"OR_WS_170703010906_05_102317","River/Stream","Year round","Deschutes",2008-06-09,2016-05-25,"Cat2",0,0,272,NA,NA
"DNF_050","ld4410_WT",43.47765215,-121.6892762,"OR_WS_170703020106_05_102338","River/Stream","Year round","Deschutes",2008-05-30,2008-10-20,"Cat5",63,63,92,NA,NA
"DNF_051","ld4420_LTWT",43.46758401,-121.6935771,"OR_WS_170703020106_05_102338","River/Stream","Year round","Deschutes",2008-05-30,2008-10-20,"Cat5",58,58,92,NA,NA
"DNF_052","ld4500_LTWT",43.4536731,-121.735915,"OR_WS_170703020105_05_102337","River/Stream","Year round","Deschutes",2008-05-30,2008-10-20,"Cat5",55,55,92,NA,NA
"DNF_054","lk3000_LTWT",44.43798367,-121.6660483,"OR_WS_170703010904_05_102315","River/Stream","Year round","Deschutes",2008-06-10,2015-10-26,"Cat5",970,389,269,NA,NA
"DNF_055","ln3441_LTWT",44.41729337,-121.756598,"OR_WS_170703010903_05_102314","River/Stream","Year round","Deschutes",2008-06-09,2016-02-29,"Cat5",586,262,275,NA,NA
"DNF_056","mc4570_WT",43.56385069,-121.9154496,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2010-06-09,"Cat3",0,0,0,NA,NA
"DNF_057","mc4600_LTWT",43.56293785,-121.9191676,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2015-06-08,"Cat2",0,0,273,NA,NA
"DNF_059","mt2900_LTWT",44.4845343,-121.6397284,"OR_WS_170703010911_05_102321","River/Stream","Year round","Deschutes",2008-06-06,2010-10-18,"Cat5",148,96,272,NA,NA
"DNF_060","mt2990_LTWT",44.4473448,-121.6392588,"OR_WS_170703010911_05_102321","River/Stream","Year round","Deschutes",2008-06-06,2009-10-18,"Cat5",94,94,184,NA,NA
"DNF_061","oc4394_LTWT",43.58727701,-121.8586701,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2010-06-09,"Cat3",0,0,0,NA,NA
"DNF_062","oc4440_LTWT",43.57543305,-121.8808518,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2014-06-10,"Cat5",449,299,272,NA,NA
"DNF_063","oc4580_LTWT",43.56430921,-121.9139146,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2010-06-09,"Cat3",0,0,0,NA,NA
"DNF_064","oc4800_LTWT",43.54833364,-121.9627611,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2009-10-21,2012-10-23,"Cat5",510,360,272,NA,NA
"DNF_065","pc4290_LTWT",43.72707708,-121.4231753,"OR_WS_170703020703_05_102367","River/Stream","Year round","Deschutes",2010-07-05,2014-06-10,"Cat5",177,124,180,NA,NA
"DNF_067","pl4121_WT",44.22103228,-121.6253867,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2013-07-16,2013-10-23,"Cat2",0,0,77,NA,NA
"DNF_068","ro3060_LTWT",44.50896851,-121.6875373,"OR_WS_170703010907_05_102318","River/Stream","Year round","Deschutes",2008-06-09,2011-10-17,"Cat2",0,0,92,NA,NA
"DNF_069","Rock_WT",44.05526462,-121.5964193,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2014-08-12,2014-10-22,"Cat2",0,0,50,NA,NA
"DNF_070","sd5436_LTWT",44.0276475,-121.7246688,"OR_WS_170703010101_05_102266","River/Stream","Year round","Deschutes",2011-07-21,2014-10-22,"Cat2",0,0,171,NA,NA
"DNF_071","sh3149_WT",44.5184741,-121.6995714,"OR_WS_170703010907_05_102318","River/Stream","Year round","Deschutes",2009-06-15,2009-10-07,"Cat2",0,0,92,NA,NA
"DNF_072","sn4400_LTWT",44.18881291,-121.6556249,"OR_WS_170703010701_05_102297","River/Stream","Year round","Deschutes",2010-07-02,2015-06-28,"Cat2",0,0,183,NA,NA
"DNF_073","sp2930_WT",44.45644766,-121.6438011,"OR_WS_170703010904_05_102315","River/Stream","Year round","Deschutes",2008-07-01,2008-10-05,"Cat2",0,0,92,NA,NA
"DNF_081","sq3180_LTWT",44.28841585,-121.541755,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2008-04-25,2012-08-25,"Cat2",0,0,251,NA,NA
"DNF_082","sq3240_LTWT",44.27362698,-121.5548191,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2009-04-28,2014-10-30,"Cat2",0,0,226,NA,NA
"DNF_083","sq3510_LTWT",44.23390099,-121.5670371,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2009-04-29,2012-09-08,"Cat2",0,0,254,NA,NA
"DNF_084","sq4400_LTWT",44.19230911,-121.6639074,"OR_WS_170703010701_05_102297","River/Stream","Year round","Deschutes",2008-06-13,2012-10-17,"Cat2",0,0,184,NA,NA
"DNF_085","st2000_LTWT",44.59857794,-121.4558739,"OR_WS_170703011003_05_102324","River/Stream","Year round","Deschutes",2009-06-16,2009-10-07,"Cat5",109,109,92,NA,NA
"DNF_086","su4910_WT",43.47879232,-122.0450592,"OR_WS_170703020203_05_102341","River/Stream","Year round","Deschutes",2008-06-30,2008-10-27,"Cat5",58,58,92,NA,NA
"DNF_087","sw4445_LTWT",43.81600808,-121.7749655,"OR_WS_170703010104_05_102269","River/Stream","Year round","Deschutes",2010-07-06,2014-06-12,"Cat5",274,186,272,NA,NA
"DNF_088","sw4520_LTWT",43.86078,-121.76546,"OR_WS_170703010104_05_102269","River/Stream","Year round","Deschutes",2008-06-16,2008-10-07,"Cat2",0,0,92,NA,NA
"DNF_089","sw4640_LTWT",43.87919,-121.7678,"OR_WS_170703010104_05_102269","River/Stream","Year round","Deschutes",2008-06-16,2008-10-07,"Cat2",0,0,92,NA,NA
"DNF_090","tb4625_LTWT",43.55712812,-121.9189559,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2008-06-30,2015-11-12,"Cat2",0,0,274,NA,NA
"DNF_091","tb4680_WT",43.5549298,-121.9362968,"OR_WS_170703010202_05_102276","River/Stream","Year round","Deschutes",2008-06-30,2008-10-08,"Cat5",22,22,92,NA,NA
"DNF_092","tc4790_LTWT",43.58439752,-122.0438583,"OR_WS_170703010201_05_102275","River/Stream","Year round","Deschutes",2010-02-26,2015-06-08,"Cat2",0,0,273,NA,NA
"DNF_093","tl4790_WT",44.03118793,-121.5226525,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2012-07-03,2012-10-18,"Cat2",0,0,90,NA,NA
"DNF_094","tm3560_LTWT",44.08908604,-121.3673107,"OR_WS_170703010502_05_102292","River/Stream","Year round","Deschutes",2008-06-19,2008-10-07,"Cat2",0,0,81,NA,NA
"DNF_095","tm3880_LTWT",44.05061307,-121.4142736,"OR_WS_170703010502_05_102292","River/Stream","Year round","Deschutes",2012-07-03,2015-11-15,"Cat2",0,0,276,NA,NA
"DNF_096","tm4780_LTWT",44.03214796,-121.5204779,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2009-05-27,2015-08-04,"Cat2",0,0,276,NA,NA
"DNF_097","tm4960_LTWT",44.03091,-121.56412,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2008-06-19,2009-10-10,"Cat5",5,5,184,NA,NA
"DNF_098","tm5100_LTWT",44.03517478,-121.568075,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2008-06-11,2008-10-07,"Cat2",0,0,92,NA,NA
"DNF_099","tmf5640_WT",44.04633976,-121.5986415,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2012-07-25,2012-10-18,"Cat2",0,0,68,NA,NA
"DNF_100","tn5600_WT",44.04674343,-121.5993199,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2012-07-25,2012-10-18,"Cat5",18,18,68,NA,NA
"DNF_101","tr4280_LTWT",44.25273279,-121.6928504,"OR_WS_170703010703_05_102299","River/Stream","Year round","Deschutes",2009-06-16,2015-05-20,"Cat2",0,0,275,NA,NA
"DNF_104","ts4830_LTWT",44.02775565,-121.5595749,"OR_WS_170703010501_05_102291","River/Stream","Year round","Deschutes",2010-07-06,2010-10-18,"Cat2",0,0,87,NA,NA
"DNF_107","WsSide_WT",44.27308302,-121.555134,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2012-08-08,2012-10-16,"Cat2",0,0,54,NA,NA
"DNF_108","wy3282_WT",44.2725855,-121.5559263,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2012-08-08,2014-10-30,"Cat2",0,0,216,NA,NA
"DNF_109","wy3344_WT",44.26064362,-121.5519697,"OR_WS_170703010702_05_102298","River/Stream","Year round","Deschutes",2012-08-08,2015-06-28,"Cat2",0,0,216,NA,NA
"FWNF-001","AgencyDitch_AD4180_WT",42.60843179,-121.9344136,"OR_WS_180102030105_05_107092","River/Stream","Year round","Klamath",2009-07-07,2010-10-21,"Cat2",0,0,178,NA,NA
"FWNF-002","AntelopeCr_AT5870_WT",42.20859231,-120.6001831,"OR_WS_180200010105_05_102682","River/Stream","Year round","Goose & Summer Lakes",2011-06-30,2011-10-30,"Cat2",0,0,92,NA,NA
"FWNF-004","AugurCr_AU5235_LTWT",42.47748784,-120.6617075,"OR_WS_171200060102_05_106740","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2013-10-27,"Cat5",347,148,221,NA,NA
"FWNF-006","BauersCr_BS5200_LTWT",42.37736138,-120.4369926,"OR_WS_180200010202_05_102684","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2017-10-04,"Cat5",15,15,253,NA,NA
"FWNF-007","BearCr_BE4800_LTWT",42.61130347,-120.6051177,"OR_WS_171200060202_05_106746","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2017-10-09,"Cat5",38,26,272,NA,NA
"FWNF-008","BenYoungCr_BY5040_LTWT",42.49147296,-120.562602,"OR_WS_171200060106_05_106744","River/Stream","Year round","Goose & Summer Lakes",2010-07-08,2013-10-24,"Cat5",46,44,88,NA,NA
"FWNF-009","BenYoungCr_BY5120_LTWT",42.4807787,-120.5439969,"OR_WS_171200060106_05_106744","River/Stream","Year round","Goose & Summer Lakes",2009-06-24,2017-10-09,"Cat5",339,156,267,NA,NA
"FWNF-010","BenYoungCr_BY5400_WT",42.4490638,-120.5308434,"OR_WS_171200060105_05_106743","River/Stream","Year round","Goose & Summer Lakes",2013-07-02,2017-08-31,"Cat5",150,119,241,NA,NA
"FWNF-011","BenYoungCr_BY5560_LTWT",42.43932014,-120.5212899,"OR_WS_171200060105_05_106743","River/Stream","Year round","Goose & Summer Lakes",2010-07-08,2010-10-12,"Cat5",29,29,85,NA,NA
"FWNF-028","BurntCr_BN5640_WT",42.13329041,-120.1662785,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2010-10-04,"Cat5",110,110,184,NA,NA
"FWNF-029","BurntCr_BN6000_LTWT",42.12001975,-120.202673,"OR_WS_171200070305_05_106773","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2016-07-29,"Cat5",556,186,256,NA,NA
"FWNF-030","CamasCr_CA5500_LTWT",42.21097853,-120.1498467,"OR_WS_171200070307_05_106775","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2017-10-04,"Cat5",233,115,162,NA,NA
"FWNF-031","CampCr_CM5400_LTWT",42.32473515,-120.4756807,"OR_WS_180200010204_05_102686","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2017-10-09,"Cat5",69,65,253,NA,NA
"FWNF-036","CoffeepotCr_CO5080_LTWT",42.54700473,-120.6525052,"OR_WS_171200060201_05_106745","River/Stream","Year round","Goose & Summer Lakes",2011-06-15,2017-07-10,"Cat5",15,15,180,NA,NA
"FWNF-039","CottonwoodCr_CO5200_WT",42.27293358,-120.5708827,"OR_WS_180200010207_05_102689","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2008-09-30,"Cat2",0,0,92,NA,NA
"FWNF-041","CoxCr_CX5280_LTWT",42.38375676,-120.3981139,"OR_WS_180200010201_05_102683","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2017-10-04,"Cat5",41,24,253,NA,NA
"FWNF-043","CraneCr_CR5200_LTWT",42.12013534,-120.2720414,"OR_WS_180200010301_05_102693","River/Stream","Year round","Goose & Summer Lakes",2008-06-17,2008-10-05,"Cat5",48,48,92,NA,NA
"FWNF-045","CrookedCr_CK5200_LTWT",42.33739607,-120.2706941,"OR_WS_171200060301_05_106747","River/Stream","Year round","Goose & Summer Lakes",2008-05-01,2017-10-04,"Cat2",0,0,161,NA,NA
"FWNF-046","DairyCr_DY5200_LTWT",42.46802828,-120.6421318,"OR_WS_171200060102_05_106740","River/Stream","Year round","Goose & Summer Lakes",2008-02-20,2009-10-06,"Cat2",0,0,92,NA,NA
"FWNF-047","DairyCr_DY5270_LTWT",42.47561787,-120.6844868,"OR_WS_171200060102_05_106740","River/Stream","Year round","Goose & Summer Lakes",2010-07-08,2017-10-09,"Cat2",0,0,277,NA,NA
"FWNF-048","DairyCr_DY5800_LTWT",42.48286067,-120.7459478,"OR_WS_171200060101_05_106739","River/Stream","Year round","Goose & Summer Lakes",2008-01-07,2008-05-12,"Cat3",0,0,0,NA,NA
"FWNF-049","DeadHorseCr_DH5360_LTWT",42.47653875,-120.7039113,"OR_WS_171200060101_05_106739","River/Stream","Year round","Goose & Summer Lakes",2009-06-24,2017-10-09,"Cat2",0,0,262,NA,NA
"FWNF-050","DeepCr_DP5700_LTWT",42.06276923,-120.1591809,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2016-07-10,"Cat5",188,96,184,NA,NA
"FWNF-051","DeerCr_DER5460_LTWT",42.47122573,-120.7262927,"OR_WS_171200060101_05_106739","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2017-10-09,"Cat5",54,42,276,NA,NA
"FWNF-055","DentCr_DTT5400_WT",42.22404118,-120.7938157,"OR_WS_180200010102_05_102679","River/Stream","Year round","Goose & Summer Lakes",2009-06-16,2009-10-04,"Cat5",29,29,92,NA,NA
"FWNF-056","DismalCr_DS5720_WT",42.06214377,-120.1520737,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2016-06-27,2017-10-04,"Cat2",0,0,165,NA,NA
"FWNF-057","DismalCr_DS6900_LTWT",42.0117215,-120.1446893,"OR_WS_171200070304_05_106772","River/Stream","Year round","Goose & Summer Lakes",2012-07-04,2015-09-29,"Cat5",155,113,268,NA,NA
"FWNF-058","DogCr_DO5000_WT",42.60138822,-120.6116447,"OR_WS_171200060202_05_106746","River/Stream","Year round","Goose & Summer Lakes",2012-06-25,2017-10-09,"Cat5",170,106,177,NA,NA
"FWNF-060","DrewsCr_DR5020_LTWT",42.27501487,-120.7550733,"OR_WS_180200010101_05_102678","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2017-10-10,"Cat5",176,90,257,NA,NA
"FWNF-061","DrewsCr_DR5720_LTWT",42.32388129,-120.7223598,"OR_WS_180200010101_05_102678","River/Stream","Year round","Goose & Summer Lakes",2008-06-16,2017-10-10,"Cat5",87,49,165,NA,NA
"FWNF-062","EastWithamCr_EWI6560_LTWT",42.60962036,-120.7392647,"OR_WS_171200060103_05_106741","River/Stream","Year round","Goose & Summer Lakes",2009-07-13,2016-07-30,"Cat5",9,6,264,NA,NA
"FWNF-063","EFCampCr_ECM5320_LTWT",42.32512042,-120.4671212,"OR_WS_180200010204_05_102686","River/Stream","Year round","Goose & Summer Lakes",2008-05-08,2009-10-05,"Cat5",176,91,184,NA,NA
"FWNF-064","ElderCr_EL5300_LTWT",42.5090346,-120.6659859,"OR_WS_171200060103_05_106741","River/Stream","Year round","Goose & Summer Lakes",2008-02-26,2017-08-07,"Cat5",200,117,272,NA,NA
"FWNF-065","FishCr_FS5730_WT",42.22640863,-120.6147655,"OR_WS_180200010104_05_102681","River/Stream","Year round","Goose & Summer Lakes",2010-06-16,2010-10-03,"Cat5",37,37,92,NA,NA
"FWNF-069","FourmileSpring_FR4144_WT",42.63279327,-122.0745539,"OR_WS_180102030301_05_107096","River/Stream","Year round","Klamath",2010-07-19,2017-11-08,"Cat2",0,0,166,NA,NA
"FWNF-070","GreenCr_GN5360_WT",42.06647544,-120.7349752,"OR_WS_180200010104_05_102681","River/Stream","Year round","Goose & Summer Lakes",2011-06-14,2014-08-07,"Cat5",124,91,173,NA,NA
"FWNF-071","GuyerCr_GY5360_LTWT",42.94201278,-121.1697443,"OR_WS_171200050205_05_106931","River/Stream","Year round","Goose & Summer Lakes",2008-02-24,2017-10-01,"Cat2",0,0,277,NA,NA
"FWNF-073","HoneyCr_HO6200_LTWT",42.37166888,-120.194774,"OR_WS_171200070401_05_106779","River/Stream","Year round","Goose & Summer Lakes",2008-06-18,2017-08-27,"Cat5",78,57,131,NA,NA
