"MLocID","StationDes","Lat_DD","Long_DD","AU_ID","MonLocType","Period","OWRD_Basin","data_period_start","data_period_end","IR_category","total_violations","max_violations_3yr","max_3yr_results_in_crit_period","total_spawn_violations","max_spawn_violations_3yr"
"UmpNF-022","Clearwater River above Reconnect_LTWT",43.26398247,-122.4186395,"OR_WS_171003010304_02_105639","River/Stream","Year round","Umpqua",2008-06-15,2016-10-10,"Cat2",0,0,262,NA,NA
"UmpNF-026","Coyote Creek Watershed #1_LTWT",43.01726569,-122.7157031,"OR_WS_171003020104_02_105678","River/Stream","Year round","Umpqua",2008-06-15,2017-09-27,"Cat5",10,6,277,NA,NA
"UmpNF-027","Coyote Creek Watershed #2 LTWT",43.01430017,-122.7159402,"OR_WS_171003020104_02_105678","River/Stream","Year round","Umpqua",2008-06-15,2017-09-27,"Cat2",0,0,277,NA,NA
"UmpNF-028","Coyote Creek Watershed #3 LTWT",43.01383855,-122.7123221,"OR_WS_171003020104_02_105678","River/Stream","Year round","Umpqua",2008-06-15,2017-09-27,"Cat5",7,7,277,NA,NA
"UmpNF-029","Coyote Creek Watershed #4 LTWT",43.01357754,-122.7112564,"OR_WS_171003020104_02_105678","River/Stream","Year round","Umpqua",2008-06-15,2016-02-29,"Cat5",9,5,270,NA,NA
"UmpNF-032","Deep Cut Creek at the mouth WT",42.9639976,-122.7229511,"OR_WS_171003020205_02_105684","River/Stream","Year round","Umpqua",2008-07-07,2011-07-07,"Cat5",292,148,255,NA,NA
"UmpNF-033","Deer Creek at the mouth LTWT",43.29363464,-122.3769112,"OR_WS_171003010504_02_105646","River/Stream","Year round","Umpqua",2008-06-27,2017-07-18,"Cat5",13,13,265,NA,NA
"UmpNF-034","Diamond Creek at the mouth WT",42.81984261,-122.8526296,"OR_WS_171003020401_02_105691","River/Stream","Year round","Umpqua",2008-06-15,2011-06-30,"Cat5",348,177,266,NA,NA
"UmpNF-034","Diamond Creek at the mouth WT",42.81984261,-122.8526296,"OR_WS_171003020401_02_105691","River/Stream","Spawn","Umpqua",2008-06-15,2008-06-15,"Cat2",NA,NA,NA,0,0
"UmpNF-037","Elk Creek at Tiller_LTWT",42.9244364,-122.94782,"OR_WS_171003020404_02_105694","River/Stream","Year round","Umpqua",2008-06-17,2015-07-03,"Cat5",839,283,259,NA,NA
"UmpNF-039","Fish Creek at the mouth LTWT",43.28540437,-122.4710311,"OR_WS_171003010404_02_105643","River/Stream","Year round","Umpqua",2008-06-26,2016-07-26,"Cat5",69,59,255,NA,NA
"UmpNF-041","Flat Rock Creek at the mouth LTWT",43.19300347,-122.7835141,"OR_WS_171003011001_02_105666","River/Stream","Year round","Umpqua",2008-07-01,2015-08-08,"Cat5",151,110,255,NA,NA
"UmpNF-042","French Creek at the mouth WT",43.14645201,-122.535954,"OR_WS_171003020102_02_105676","River/Stream","Year round","Umpqua",2008-07-07,2013-09-22,"Cat5",286,195,242,NA,NA
"UmpNF-044","Horse Heaven at the mouth LTWT",43.51148508,-122.582381,"OR_WS_171003010701_02_105650","River/Stream","Year round","Umpqua",2008-06-30,2016-07-07,"Cat5",515,199,254,NA,NA
"UmpNF-044","Horse Heaven at the mouth LTWT",43.51148508,-122.582381,"OR_WS_171003010701_02_105650","River/Stream","Spawn","Umpqua",2015-06-07,2017-06-15,"Cat5",NA,NA,NA,9,9
"UmpNF-051","Joe Hall Creek at the mouth WT",42.86768776,-122.8821331,"OR_WS_171003020404_02_105694","River/Stream","Year round","Umpqua",2008-06-15,2011-09-30,"Cat5",392,183,207,NA,NA
"UmpNF-051","Joe Hall Creek at the mouth WT",42.86768776,-122.8821331,"OR_WS_171003020404_02_105694","River/Stream","Spawn","Umpqua",2010-10-22,2013-11-06,"Cat5",NA,NA,NA,14,8
"UmpNF-052","Lake Creek at the mouth LTWT",43.29925014,-122.1835724,"OR_WS_171003010204_02_105809","River/Stream","Year round","Umpqua",2008-06-16,2015-08-16,"Cat5",129,95,261,NA,NA
"UmpNF-053","Lake Creek below Diamond Lake_LTWT",43.18717587,-122.1659768,"OR_WS_171003010204_02_105809","River/Stream","Year round","Umpqua",2008-06-16,2015-09-06,"Cat5",836,269,255,NA,NA
"UmpNF-064","Mowich Creek at the mouth_LTWT",43.25172572,-122.3375335,"OR_WS_171003010304_02_105639","River/Stream","Year round","Umpqua",2008-06-20,2017-10-04,"Cat2",0,0,273,NA,NA
"UmpNF-066","Panther Creek abv Limpy on 4719 LTWT",43.30208255,-122.6812578,"OR_WS_171003010805_02_105658","River/Stream","Year round","Umpqua",2015-06-17,2017-09-27,"Cat5",268,268,262,NA,NA
"UmpNF-066","Panther Creek abv Limpy on 4719 LTWT",43.30208255,-122.6812578,"OR_WS_171003010805_02_105658","River/Stream","Spawn","Umpqua",2017-06-08,2017-06-15,"Cat5",NA,NA,NA,7,7
"UmpNF-068","Quartz Creek at the Mouth_LTWT",43.08036427,-122.6502922,"OR_WS_171003020105_02_105679","River/Stream","Year round","Umpqua",2008-06-16,2015-09-07,"Cat5",869,292,260,NA,NA
"UmpNF-068","Quartz Creek at the Mouth_LTWT",43.08036427,-122.6502922,"OR_WS_171003020105_02_105679","River/Stream","Spawn","Umpqua",2014-06-12,2016-06-14,"Cat5",NA,NA,NA,12,12
"UmpNF-080","Steelhead Creek at the Mouth_LTWT",43.37617182,-122.6540427,"OR_WS_171003010706_02_105654","River/Stream","Year round","Umpqua",2008-06-30,2017-09-21,"Cat5",653,249,266,NA,NA
"UmpNF-080","Steelhead Creek at the Mouth_LTWT",43.37617182,-122.6540427,"OR_WS_171003010706_02_105654","River/Stream","Spawn","Umpqua",2008-09-01,2017-09-20,"Cat5",NA,NA,NA,216,92
"UmpNF-081","Trib to Joe Hall at Singing Falls WT",42.87054895,-122.876604,"OR_WS_171003020404_02_105694","River/Stream","Year round","Umpqua",2008-06-15,2017-08-29,"Cat2",0,0,274,NA,NA
"UmpNF-083","Williams Creek at the mouth LTWT",43.33845854,-122.7652991,"OR_WS_171003010807_02_105660","River/Stream","Year round","Umpqua",2010-06-24,2017-09-27,"Cat5",570,255,269,NA,NA
"UmpNF-083","Williams Creek at the mouth LTWT",43.33845854,-122.7652991,"OR_WS_171003010807_02_105660","River/Stream","Spawn","Umpqua",2015-06-07,2017-06-14,"Cat5",NA,NA,NA,16,16
"UmpNF-084","Wright Creek at the Mouth WT",43.32008512,-122.8090578,"OR_WS_171003010808_02_105661","River/Stream","Year round","Umpqua",2016-06-21,2017-09-27,"Cat5",86,86,179,NA,NA
"UmpNF-084","Wright Creek at the Mouth WT",43.32008512,-122.8090578,"OR_WS_171003010808_02_105661","River/Stream","Spawn","Umpqua",2017-06-08,2017-06-15,"Cat2",NA,NA,NA,0,0
"UmpNF-085","Zinc Creek at the mouth WT",43.04458926,-122.7853677,"OR_WS_171003020303_02_105687","River/Stream","Year round","Umpqua",2008-07-07,2013-09-22,"Cat5",125,64,267,NA,NA
"WNF-001","Anderson_WT",44.26366392,-122.0418306,"OR_WS_170900040206_02_104310","River/Stream","Year round","Willamette",2016-06-13,2016-10-03,"Cat2",0,0,92,NA,NA
"WNF-002","AndyCreekAtMouth_Temp",43.97088395,-122.5377053,"OR_WS_170900010904_02_104219","River/Stream","Year round","Willamette",2017-06-22,2017-10-15,"Cat5",40,40,92,NA,NA
"WNF-009","Boulder_WT",44.2042803,-122.0388187,"OR_WS_170900040206_02_104310","River/Stream","Year round","Willamette",2016-06-13,2016-09-06,"Cat5",57,57,68,NA,NA
"WNF-012","Budworm_WT",44.25915324,-122.0638598,"OR_WS_170900040205_02_104309","River/Stream","Year round","Willamette",2016-06-13,2016-10-03,"Cat5",71,71,92,NA,NA
"WNF-016","Castle_WT",44.11995617,-122.0368866,"OR_WS_170900040104_02_104303","River/Stream","Year round","Willamette",2008-07-17,2010-09-21,"Cat5",141,141,235,NA,NA
"WNF-018","ClarkCreek_LTWT",43.97260942,-122.5808419,"OR_WS_170900010904_02_104219","River/Stream","Year round","Willamette",2017-06-22,2017-10-16,"Cat5",38,38,92,NA,NA
"WNF-019","CoalCreekAtMFTrailBridge_LTWT",43.49997579,-122.4206022,"OR_WS_170900010501_02_104199","River/Stream","Year round","Willamette",2017-07-18,2017-10-16,"Cat5",65,65,75,NA,NA
"WNF-020","CoalCreekBelow200Bridge_LTWT",43.49473984,-122.422996,"OR_WS_170900010501_02_104199","River/Stream","Year round","Willamette",2017-06-22,2017-10-09,"Cat5",89,89,92,NA,NA
"WNF-021","Cone_WT",44.16112897,-122.3649255,"OR_WS_170900040502_02_104326","River/Stream","Year round","Willamette",2010-08-23,2016-07-28,"Cat5",110,79,252,NA,NA
"WNF-023","Cougar_WT",44.13862463,-122.2481972,"OR_WS_170900040308_02_104321","River/Stream","Year round","Willamette",2014-07-25,2014-09-21,"Cat2",0,0,59,NA,NA
"WNF-024","DeerAbvBudworm_WT",44.25998606,-122.0643162,"OR_WS_170900040205_02_104309","River/Stream","Year round","Willamette",2016-06-13,2016-10-03,"Cat5",77,77,92,NA,NA
"WNF-025","DeerNearMouth_LTWT",44.2416844,-122.0589259,"OR_WS_170900040205_02_104309","River/Stream","Year round","Willamette",2008-07-15,2011-09-28,"Cat5",242,178,182,NA,NA
"WNF-026","DeerPowerlines_LTWT",44.24656824,-122.0603672,"OR_WS_170900040205_02_104309","River/Stream","Year round","Willamette",2008-07-15,2009-10-05,"Cat5",158,158,156,NA,NA
"WNF-027","Divide_Creek-lower_LTWT",44.64466584,-122.1129702,"OR_WS_170900050301_02_104351","River/Stream","Year round","Willamette",2009-06-20,2010-09-30,"Cat5",6,6,179,NA,NA
"WNF-030","EchoCreek_LTWT",43.49003391,-122.343433,"OR_WS_170900010106_02_104190","River/Stream","Year round","Willamette",2017-07-18,2017-10-09,"Cat5",10,10,75,NA,NA
"WNF-031","EighthCreek",43.83453174,-122.3993641,"OR_WS_170900010608_02_104210","River/Stream","Year round","Willamette",2008-07-01,2010-09-15,"Cat5",51,51,234,NA,NA
"WNF-032","EighthCreek_Mouth_LTWT",43.83462219,-122.3991085,"OR_WS_170900010607_02_104209","River/Stream","Year round","Willamette",2008-07-01,2017-08-10,"Cat5",55,51,234,NA,NA
"WNF-033","ElkNorth_WT",44.15591839,-122.3713693,"OR_WS_170900040502_02_104326","River/Stream","Year round","Willamette",2008-07-18,2016-07-28,"Cat5",52,32,252,NA,NA
"WNF-033","ElkNorth_WT",44.15591839,-122.3713693,"OR_WS_170900040502_02_104326","River/Stream","Spawn","Willamette",2011-06-10,2016-06-15,"Cat5",NA,NA,NA,5,5
"WNF-041","FallCreekTrib_1816-178_LTWT",43.96852503,-122.5903452,"OR_WS_170900010904_02_104219","River/Stream","Year round","Willamette",2017-06-22,2017-10-17,"Cat5",15,15,92,NA,NA
"WNF-042","Florence",44.18787443,-122.1837174,"OR_WS_170900040209_02_104313","River/Stream","Year round","Willamette",2008-07-18,2010-09-21,"Cat5",93,93,235,NA,NA
"WNF-044","Glen_WT",44.1878944,-122.1508744,"OR_WS_170900040209_02_104313","River/Stream","Year round","Willamette",2008-07-18,2010-09-21,"Cat5",240,240,227,NA,NA
"WNF-045","Grasshopper_WT",43.93446748,-122.1681403,"OR_WS_170900040303_02_104316","River/Stream","Year round","Willamette",2008-07-16,2011-09-26,"Cat2",0,0,258,NA,NA
"WNF-046","HardyRd204_WT",44.03546028,-122.20444,"OR_WS_170900040304_02_104317","River/Stream","Year round","Willamette",2010-06-24,2011-09-27,"Cat5",6,6,171,NA,NA
"WNF-047","HardyRd225_WT",44.01153726,-122.226355,"OR_WS_170900040304_02_104317","River/Stream","Year round","Willamette",2010-06-24,2011-09-27,"Cat2",0,0,171,NA,NA
"WNF-054","HuckleberryCreek_LTWT",43.81457169,-122.4089065,"OR_WS_170900010608_02_104210","River/Stream","Year round","Willamette",2008-07-01,2017-10-03,"Cat5",18,8,234,NA,NA
"WNF-055","Ikenick_WT",44.38257577,-122.004807,"OR_WS_170900040202_02_104306","River/Stream","Year round","Willamette",2009-06-24,2011-09-20,"Cat5",134,134,144,NA,NA
"WNF-057","King_WT",44.16074582,-122.1698947,"OR_WS_170900040105_02_104304","River/Stream","Year round","Willamette",2008-07-15,2010-09-16,"Cat5",213,213,232,NA,NA
"WNF-058","KinkCreekHeadwaters_WT",44.30633283,-121.9767372,"OR_WS_170900040204_02_104308","River/Stream","Year round","Willamette",2016-06-08,2016-10-03,"Cat2",0,0,92,NA,NA
"WNF-063","MacCreek_LTWT",43.49774429,-122.3122144,"OR_WS_170900010106_02_104190","River/Stream","Year round","Willamette",2017-06-22,2017-10-04,"Cat5",90,90,92,NA,NA
"WNF-065","MapleCreek_LTWT",43.4892225,-122.3946182,"OR_WS_170900010106_02_104190","River/Stream","Year round","Willamette",2017-06-22,2017-10-09,"Cat5",89,89,92,NA,NA
"WNF-072","MiddleForkAtPaddysValley_LTWT",43.44222656,-122.1924028,"OR_WS_170900010101_02_104185","River/Stream","Year round","Willamette",2017-06-28,2017-10-04,"Cat2",0,0,92,NA,NA
"WNF-073","Mona_WT",44.20858449,-122.2637996,"OR_WS_170900040402_02_104323","River/Stream","Year round","Willamette",2011-06-08,2011-09-25,"Cat2",0,0,87,NA,NA
"WNF-080","NFQuartz_WT",44.18661573,-122.3121398,"OR_WS_170900040403_02_104324","River/Stream","Year round","Willamette",2011-06-08,2011-08-13,"Cat5",5,5,44,NA,NA
"WNF-083","Ore_WT",44.23410622,-122.2770234,"OR_WS_170900040402_02_104323","River/Stream","Year round","Willamette",2008-07-18,2010-09-22,"Cat2",0,0,235,NA,NA
"WNF-084","Owl Ck Upper",44.30579984,-122.3707679,"OR_WS_170900060205_02_104371","River/Stream","Year round","Willamette",2011-08-09,2013-09-10,"Cat2",0,0,156,NA,NA
"WNF-086","Pasture_WT",44.12213753,-122.0380168,"OR_WS_170900040104_02_104303","River/Stream","Year round","Willamette",2008-07-17,2010-09-21,"Cat5",198,198,235,NA,NA
"WNF-087","PineCreek_LTWT",43.55439167,-122.4566127,"OR_WS_170900010502_02_104200","River/Stream","Year round","Willamette",2017-06-22,2017-10-04,"Cat5",91,91,92,NA,NA
"WNF-089","Pothole_WT",44.08783335,-122.0216899,"OR_WS_170900040104_02_104303","River/Stream","Year round","Willamette",2008-07-17,2010-09-21,"Cat5",143,143,235,NA,NA
"WNF-090","Powers_WT",44.19003166,-122.1420099,"OR_WS_170900040209_02_104313","River/Stream","Year round","Willamette",2008-07-18,2010-09-21,"Cat5",128,128,190,NA,NA
"WNF-092","Quartz_North_WT",44.18661881,-122.3121376,"OR_WS_170900040403_02_104324","River/Stream","Year round","Willamette",2011-06-08,2011-09-25,"Cat2",0,0,87,NA,NA
"WNF-097","Ridge_WT",44.05610807,-122.221428,"OR_WS_170900040307_02_104320","River/Stream","Year round","Willamette",2010-06-23,2011-08-13,"Cat2",0,0,122,NA,NA
"WNF-101","Scott_WT",44.19488578,-122.0427008,"OR_WS_170900040206_02_104310","River/Stream","Year round","Willamette",2016-06-13,2016-09-06,"Cat2",0,0,68,NA,NA
"WNF-107","SFMcKenzie_Wilderness_WT",43.95271987,-122.0175878,"OR_WS_170900040301_02_104314","River/Stream","Year round","Willamette",2008-07-16,2016-09-05,"Cat2",0,0,258,NA,NA
"WNF-109","Simmonds_WT",44.16942491,-122.3386225,"OR_WS_170900040403_02_104324","River/Stream","Year round","Willamette",2011-06-08,2011-09-25,"Cat5",44,44,87,NA,NA
"WNF-109","Simmonds_WT",44.16942491,-122.3386225,"OR_WS_170900040403_02_104324","River/Stream","Spawn","Willamette",2011-06-08,2011-06-15,"Cat2",NA,NA,NA,0,0
"WNF-110","SimpsonCreek_LTWT",43.495791,-122.3990898,"OR_WS_170900010106_02_104190","River/Stream","Year round","Willamette",2017-06-22,2017-10-04,"Cat5",89,89,92,NA,NA
"WNF-114","Smith_BlwSmithRes_WT",44.30455395,-122.0479621,"OR_WS_170900040203_02_104307","River/Stream","Year round","Willamette",2009-06-25,2016-10-03,"Cat5",99,51,92,NA,NA
"WNF-118","StaleyCreekDownstream_LTWT",43.48656897,-122.3855809,"OR_WS_170900010105_02_104189","River/Stream","Year round","Willamette",2017-07-14,2017-10-12,"Cat5",69,69,79,NA,NA
"WNF-119","StaleyCreekUpstream_LTWT",43.46551686,-122.3691423,"OR_WS_170900010105_02_104189","River/Stream","Year round","Willamette",2017-07-14,2017-10-09,"Cat5",67,67,79,NA,NA
"WNF-120","Starr_mouth_WT",43.98795477,-122.1758809,"OR_WS_170900040304_02_104317","River/Stream","Year round","Willamette",2010-06-23,2011-09-27,"Cat2",0,0,171,NA,NA
"WNF-121","Tidbits_WT",44.23334097,-122.2782774,"OR_WS_170900040402_02_104323","River/Stream","Year round","Willamette",2008-07-18,2011-09-25,"Cat5",5,5,263,NA,NA
"WNF-122","TimberCreek_LTWT",43.97163182,-122.5772137,"OR_WS_170900010904_02_104219","River/Stream","Year round","Willamette",2008-07-03,2017-07-25,"Cat5",238,125,237,NA,NA
"WNF-124","TumblebugCreek_LTWT",43.48004247,-122.2557268,"OR_WS_170900010102_02_104186","River/Stream","Year round","Willamette",2017-06-28,2017-10-04,"Cat5",83,83,92,NA,NA
"WNF-125","Two Girls Upper",44.34041324,-122.29479,"OR_WS_170900060204_02_104370","River/Stream","Year round","Willamette",2011-08-09,2011-09-19,"Cat2",0,0,42,NA,NA
"WNF-127","Walker_WT",44.10272474,-122.2193188,"OR_WS_170900040307_02_104320","River/Stream","Year round","Willamette",2008-07-16,2016-09-05,"Cat5",5,5,247,NA,NA
"WNF-128","WinberryCreek_Mouth_LTWT",43.90202583,-122.6267553,"OR_WS_170900010905_02_104220","River/Stream","Year round","Willamette",2008-07-04,2017-06-27,"Cat5",273,130,237,NA,NA
"WNF-129","Wolf_WT",44.2951204,-122.1705207,"OR_WS_170900040402_02_104323","River/Stream","Year round","Willamette",2008-07-18,2011-09-25,"Cat2",0,0,240,NA,NA
"WNF-130","YoungsCreek_LTWT",43.51126102,-122.4370395,"OR_WS_170900010502_02_104200","River/Stream","Year round","Willamette",2017-06-22,2017-10-04,"Cat5",91,91,92,NA,NA
"WWNF-001","Anthony.18F.0.25_WT",45.01910745,-118.0741112,"OR_WS_170502030504_05_103179","River/Stream","Year round","Powder",2014-07-16,2014-09-07,"Cat2",0,0,54,NA,NA
"WWNF-005","Anthony.18H.2_WT",45.01801634,-118.1560647,"OR_WS_170502030503_05_103178","River/Stream","Year round","Powder",2013-06-20,2016-07-06,"Cat5",139,126,270,NA,NA
"WWNF-006","Anthony.18H.3_WT",45.00457971,-118.2130081,"OR_WS_170502030503_05_103178","River/Stream","Year round","Powder",2014-07-25,2014-09-23,"Cat2",0,0,61,NA,NA
"WWNF-007","Bear_Creek_L14_LTWT",45.24786601,-118.5263713,"OR_WS_170601040202_02_103432","River/Stream","Year round","Grande Ronde",2012-05-23,2015-08-17,"Cat5",480,262,270,NA,NA
"WWNF-007","Bear_Creek_L14_LTWT",45.24786601,-118.5263713,"OR_WS_170601040202_02_103432","River/Stream","Spawn","Grande Ronde",2012-05-23,2017-06-15,"Cat5",NA,NA,NA,149,95
"WWNF-008","Beaver.93M.1_WT",44.77377586,-118.449981,"OR_WS_170702020203_05_102094","River/Stream","Year round","John Day",2008-07-11,2017-10-05,"Cat5",218,161,184,NA,NA
"WWNF-011","BigElk.15D.1_WT",45.06215947,-117.0231149,"OR_WS_170502010608_05_103109","River/Stream","Year round","Powder",2010-06-30,2010-10-26,"Cat5",96,96,92,NA,NA
"WWNF-018","Boulder.93C.2_WT",44.82133178,-118.4071332,"OR_WS_170702020201_05_102092","River/Stream","Year round","John Day",2016-06-28,2017-10-05,"Cat5",158,158,184,NA,NA
"WWNF-019","Boulder.93C.5_WT",44.83200384,-118.37515,"OR_WS_170702020201_05_102092","River/Stream","Year round","John Day",2016-06-28,2016-10-16,"Cat5",4,4,92,NA,NA
"WWNF-020","Boundary.93N.1.WT",44.78808107,-118.3741413,"OR_WS_170702020202_05_102093","River/Stream","Year round","John Day",2016-06-14,2017-10-04,"Cat5",138,138,184,NA,NA
"WWNF-021","Broady.02D.3_LTWT",45.88410764,-117.0860851,"OR_WS_170601060604_02_103552","River/Stream","Year round","Grande Ronde",2011-07-13,2017-10-04,"Cat5",6,6,277,NA,NA
"WWNF-022","Buck.24J.2_LTWT",45.78021932,-117.3352432,"OR_WS_170601060206_02_103525","River/Stream","Year round","Grande Ronde",2010-07-13,2013-07-13,"Cat5",63,32,125,NA,NA
"WWNF-026","Camp.83F.1_LTWT",44.69446982,-118.3220629,"OR_WS_170502020102_05_103113","River/Stream","Year round","Powder",2008-07-09,2016-10-12,"Cat5",4,4,184,NA,NA
"WWNF-027","Camp.83F.2_LTWT",44.6836515,-118.3146404,"OR_WS_170502020102_05_103113","River/Stream","Year round","Powder",2014-06-13,2016-10-12,"Cat5",173,173,270,NA,NA
"WWNF-028","Camp.83F.3_WT",44.70484417,-118.3393242,"OR_WS_170502020102_05_103113","River/Stream","Year round","Powder",2016-05-22,2017-10-06,"Cat5",83,83,184,NA,NA
"WWNF-033","Chicken_Creek_L27_LTWT",45.05378623,-118.3954597,"OR_WS_170601040104_02_103425","River/Stream","Year round","Grande Ronde",2012-05-22,2017-11-07,"Cat2",0,0,276,NA,NA
"WWNF-033","Chicken_Creek_L27_LTWT",45.05378623,-118.3954597,"OR_WS_170601040104_02_103425","River/Stream","Spawn","Grande Ronde",2012-05-22,2017-06-15,"Cat3B",NA,NA,NA,1,1
"WWNF-035","Clark_Creek_L97_LTWT",45.41502456,-117.7322969,"OR_WS_170601040904_02_103472","River/Stream","Year round","Grande Ronde",2012-06-20,2017-10-02,"Cat2",0,0,267,NA,NA
"WWNF-035","Clark_Creek_L97_LTWT",45.41502456,-117.7322969,"OR_WS_170601040904_02_103472","River/Stream","Spawn","Grande Ronde",2015-05-15,2015-05-15,"Cat2",NA,NA,NA,0,0
"WWNF-036","Clear.15J.1a_WT",44.94819911,-117.127155,"OR_WS_170502010603_05_103104","River/Stream","Year round","Powder",2009-07-08,2016-10-16,"Cat5",384,210,184,NA,NA
"WWNF-037","Clear.15J.2_LTWT",44.98872554,-117.1419733,"OR_WS_170502010603_05_103104","River/Stream","Year round","Powder",2015-06-17,2015-09-29,"Cat5",79,79,91,NA,NA
"WWNF-038","Clear.15J.3_WT",44.99711847,-117.1426174,"OR_WS_170502010603_05_103104","River/Stream","Year round","Powder",2009-07-09,2009-10-26,"Cat5",74,74,84,NA,NA
"WWNF-039","Clear.93M.1_WT",44.77831025,-118.4519357,"OR_WS_170702020203_05_102094","River/Stream","Year round","John Day",2016-06-14,2017-10-05,"Cat5",198,133,135,NA,NA
"WWNF-040","Clear_Creek_L24_LTWT",45.06249968,-118.3102743,"OR_WS_170601040103_02_103424","River/Stream","Year round","Grande Ronde",2012-06-14,2017-11-08,"Cat5",386,250,276,NA,NA
"WWNF-041","Collins_Creek_L105_LTWT",45.10518468,-117.5413469,"OR_WS_170601040502_02_103450","River/Stream","Year round","Grande Ronde",2013-06-24,2015-09-16,"Cat5",155,155,241,NA,NA
"WWNF-043","Cottonwood.02F.2_WT",45.83187917,-116.9546989,"OR_WS_170601060603_02_103551","River/Stream","Year round","Grande Ronde",2017-06-23,2017-10-04,"Cat5",3,3,92,NA,NA
"WWNF-044","Cougar.02O.1_WT",45.79171868,-117.1749168,"OR_WS_170601060508_02_103548","River/Stream","Year round","Grande Ronde",2009-07-23,2010-10-03,"Cat2",0,0,162,NA,NA
"WWNF-048","Crow.26A.3_LTWT",45.67644483,-117.140736,"OR_WS_170601060503_02_103543","River/Stream","Year round","Grande Ronde",2008-07-21,2008-10-07,"Cat5",33,33,72,NA,NA
"WWNF-049","Davis.02L.2_WT",45.69222443,-117.2617371,"OR_WS_170601060506_02_103546","River/Stream","Year round","Grande Ronde",2010-06-22,2017-08-25,"Cat2",0,0,184,NA,NA
"WWNF-050","Davis.02L.3_WT",45.66109143,-117.2595686,"OR_WS_170601060506_02_103546","River/Stream","Year round","Grande Ronde",2010-06-22,2011-08-04,"Cat2",0,0,76,NA,NA
"WWNF-052","Dean.20N.1_WT",44.66939906,-118.059795,"OR_WS_170502030106_05_103156","River/Stream","Year round","Powder",2015-05-15,2017-10-11,"Cat5",44,44,178,NA,NA
"WWNF-053","Dean.20N.2_WT",44.65472899,-118.0554321,"OR_WS_170502030106_05_103156","River/Stream","Year round","Powder",2015-05-15,2016-10-27,"Cat2",0,0,184,NA,NA
"WWNF-055","Deep.93O.1.5_WT",44.78573985,-118.3414039,"OR_WS_170702020202_05_102093","River/Stream","Year round","John Day",2016-06-14,2017-10-04,"Cat5",150,150,184,NA,NA
"WWNF-056","Deer.20D.05_WT",44.69208863,-118.0641252,"OR_WS_170502030105_05_103155","River/Stream","Year round","Powder",2013-07-03,2016-07-09,"Cat5",169,128,185,NA,NA
"WWNF-057","Deer.20D.1_LTWT",44.73584749,-118.0996172,"OR_WS_170502030105_05_103155","River/Stream","Year round","Powder",2014-07-09,2016-10-23,"Cat2",0,0,268,NA,NA
"WWNF-064","EastPine.15H.0a_LTWT",44.89265523,-117.088465,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2009-07-22,2010-10-24,"Cat5",87,87,158,NA,NA
"WWNF-065","EastPine.15H.0b_LTWT",44.91234433,-117.1058466,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2009-07-22,2010-10-24,"Cat5",24,24,157,NA,NA
"WWNF-066","EastPine.15H.1_LTWT",44.9538396,-117.0835808,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2009-07-15,2009-10-25,"Cat5",20,20,78,NA,NA
"WWNF-067","EastPine.15H.2B_LTWT",44.97225716,-117.0724424,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2009-07-15,2009-10-25,"Cat5",8,8,78,NA,NA
"WWNF-068","EastPine.15H.4_LTWT",44.98786978,-117.0646401,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2016-06-23,2016-10-25,"Cat5",77,77,92,NA,NA
"WWNF-069","EastPine.15H.5_LTWT",44.98810004,-117.0741587,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2016-06-23,2016-10-25,"Cat5",77,77,92,NA,NA
"WWNF-070","EastPine.15H.5B_LTWT",44.9884873,-117.0970497,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2016-06-23,2016-10-25,"Cat5",70,70,92,NA,NA
"WWNF-072","EastPine.15H.6_LTWT",45.01085715,-117.1061394,"OR_WS_170502010605_05_103106","River/Stream","Year round","Powder",2009-07-15,2010-10-18,"Cat5",83,83,170,NA,NA
"WWNF-073","ECamp.27E.1_LTWT",44.324495,-118.1390462,"OR_WS_170502020302_05_103124","River/Stream","Year round","Powder",2008-07-07,2016-10-26,"Cat2",0,0,276,NA,NA
"WWNF-074","EFBroady.02D.1_WT",45.87460264,-117.0679775,"OR_WS_170601060604_02_103552","River/Stream","Year round","Grande Ronde",2016-06-08,2017-10-04,"Cat2",0,0,184,NA,NA
"WWNF-075","EFClear.18B.1_WT",45.12896423,-118.0710484,"OR_WS_170502030601_05_103181","River/Stream","Year round","Powder",2013-06-20,2016-09-05,"Cat5",358,287,270,NA,NA
"WWNF-076","EFEagle.14H.1_WT",44.98744222,-117.3666516,"OR_WS_170502031004_05_103207","River/Stream","Year round","Powder",2011-08-02,2011-10-04,"Cat5",63,63,60,NA,NA
"WWNF-077","EFEagle.14H.2_WT",45.06212511,-117.3234409,"OR_WS_170502031004_05_103207","River/Stream","Year round","Powder",2011-07-20,2012-10-02,"Cat5",52,52,149,NA,NA
"WWNF-078","Elk.15D.1_LTWT",45.0219056,-116.9415378,"OR_WS_170502010608_05_103109","River/Stream","Year round","Powder",2009-07-16,2010-10-25,"Cat5",158,158,164,NA,NA
