OBJECTID,AU_ID,AU_Name,AU_WBType,AU_UseCode,AU_LenMile,AU_AreaAcr,HUC12,AQWMS_NUM,AQWMS_TXT
543,OR_LK_1709000604_02_100772,Foster Lake,390,2,8.126737831,1051.255964,1.709E+11,100772,100772
544,OR_LK_1709000605_02_100773,Willamette Log Pond,390,2,0.345314375,52.26836196,1.709E+11,100773,100773
545,OR_LK_1709000608_02_100774,Western Log Pond,390,2,0.667297371,42.32436437,1.709E+11,100774,100774
546,OR_LK_1709000608_02_100775,Snow Peak Log Pond,390,2,0.511967457,60.61194621,1.709E+11,100775,100775
547,OR_LK_1709000701_02_100778,Aaron Mercer Reservoir,390,2,2.44772514,52.20277545,1.709E+11,100778,100778
548,OR_LK_1709000701_02_100779,Morgan Lake,390,2,1.214097122,56.57227023,1.709E+11,100779,100779
549,OR_LK_1709000701_02_100780,Humbug Lake,390,2,0.648728547,21.46749785,1.709E+11,100780,100780
550,OR_LK_1709000701_02_100781,South Slough Pond,390,2,0.438155958,125.861415,1.709E+11,100781,100781
551,OR_LK_1709000702_02_100785,,390,2,0.30669545,57.30914416,1.709E+11,100785,100785
552,OR_LK_1709000702_02_100786,,390,2,0.186727305,31.2397556,1.709E+11,100786,100786
553,OR_LK_1709000702_02_100787,,390,2,0.407462633,32.74130895,1.709E+11,100787,100787
554,OR_LK_1709000702_02_100788,,390,2,0.178623897,70.60721979,1.709E+11,100788,100788
555,OR_LK_1709000703_02_100791,Hubbard Lake,390,2,1.153697483,20.82008572,1.709E+11,100791,100791
556,OR_LK_1709000703_02_100792,Willamette Slough,390,2,1.384258925,54.92079074,1.709E+11,100792,100792
557,OR_LK_1709000703_02_100793,Horseshoe Lake,390,2,0.199961143,26.87644163,1.709E+11,100793,100793
558,OR_LK_1709000703_02_100794,Lambert Slough,390,2,7.195563974,117.3548718,1.709E+11,100794,100794
559,OR_LK_1709000703_02_100795,Mission Lake,390,2,1.063449772,28.93909146,1.709E+11,100795,100795
560,OR_LK_1709000703_02_100796,Mission Creek Reservoir,390,2,2.400717443,58.49141846,1.709E+11,100796,100796
561,OR_LK_1709000703_02_100797,Clear Lake,390,2,0.886216518,36.54858687,1.709E+11,100797,100797
562,OR_LK_1709000703_02_100798,Spada Reservoir,390,2,1.035002325,28.43409195,1.709E+11,100798,100798
563,OR_LK_1709000703_02_100799,Skookum Lakes,390,2,0.541483381,29.11356891,1.709E+11,100799,100799
564,OR_LK_1709000703_02_100800,McKay Reservoir,390,2,0.846631103,27.98941187,1.709E+11,100800,100800
565,OR_LK_1709000704_02_100815,Coffee Lake Creek,390,2,0.588459994,33.84858681,1.709E+11,100815,100815
566,OR_LK_1709000704_02_100816,Mompano Reservoir,390,2,1.748172929,52.48949611,1.709E+11,100816,100816
567,OR_LK_1709000804_02_100818,,390,2,0.249411059,22.56348841,1.709E+11,100818,100818
568,OR_LK_1709000804_02_100819,Lillie Walker Irrigation Pond,390,2,0.068021182,29.03711752,1.709E+11,100819,100819
569,OR_LK_1709000805_02_100821,Reimer Reservoir,390,2,0.571771565,20.05381265,1.709E+11,100821,100821
570,OR_LK_1709000805_02_100822,Ash Swale,390,2,1.674394886,38.71250496,1.709E+11,100822,100822
571,OR_LK_1709000806_02_100823,Haskins Creek Reservoir,390,2,0.845140871,23.00216822,1.709E+11,100823,100823
572,OR_LK_1709000807_02_100825,Evers Lake,390,2,0.534217254,22.31605856,1.709E+11,100825,100825
573,OR_LK_1709000901_02_100826,Silver Creek Reservoir,390,2,1.568766519,45.2856547,1.709E+11,100826,100826
574,OR_LK_1709000901_02_100827,Fitzpatrick Creek,390,2,0.253659627,25.18308839,1.709E+11,100827,100827
575,OR_LK_1709000902_02_100830,Zollner Creek,390,2,0.742871003,24.32327511,1.709E+11,100830,100830
576,OR_LK_1709000902_02_100831,Deardorff Reservoir,390,2,1.700129447,53.64279647,1.709E+11,100831,100831
577,OR_LK_1709000903_02_100832,Rose Reservoir,390,2,0.547394374,21.78838671,1.709E+11,100832,100832
578,OR_LK_1709000906_02_100834,,390,2,0.416632387,74.33991998,1.709E+11,100834,100834
579,OR_LK_1709001002_02_100836,Ayers Creek,390,2,1.073579305,39.99650657,1.709E+11,100836,100836
580,OR_LK_1709001002_02_100837,Walters Reservoir,390,2,0.608295395,21.65631282,1.709E+11,100837,100837
581,OR_LK_1709001002_02_100838,Stimson Millpond,390,2,0.169387671,46.29094807,1.709E+11,100838,100838
582,OR_LK_1709001002_02_100839,,390,2,0.211704923,25.00240257,1.709E+11,100839,100839
583,OR_LK_1709001002_02_100840,Henry Hagg Lake,390,2,14.58628041,891.4824918,1.709E+11,100840,100840
584,OR_LK_1709001101_02_100845,Elk Lake,390,2,1.156442517,66.1909493,1.709E+11,100845,100845
585,OR_LK_1709001103_02_100846,Timothy Lake,390,2,10.63737106,1399.662506,1.709E+11,100846,100846
586,OR_LK_1709001104_02_100847,North Fork Reservoir,390,2,4.262156163,218.5015806,1.709E+11,100847,100847
587,OR_LK_1709001104_02_100848,Serene Lake,390,2,0.522374668,21.69992142,1.709E+11,100848,100848
588,OR_LK_1709001106_02_100259,Clackamas Cove,460,2,0.24036689,39.56278425,1.709E+11,100259,100259
589,OR_LK_1709001106_02_100849,Faraday Lake,390,2,1.775810016,47.64065618,1.709E+11,100849,100849
590,OR_LK_1709001106_02_100850,Estacada Lake,390,2,1.774539057,59.57488159,1.709E+11,100850,100850
591,OR_LK_1709001106_02_100851,North Fork Reservoir,390,2,1.962274269,43.77198918,1.709E+11,100851,100851
592,OR_LK_1709001201_02_100853,Lake Oswego,390,2,5.492679321,431.7265629,1.709E+11,100853,100853
593,OR_LK_1709001202_02_100854,Blue Lake,390,2,0.892986076,66.03736691,1.709E+11,100854,100854
594,OR_LK_1709001202_02_100855,Bybee Lake,390,2,1.705332811,231.6694575,1.709E+11,100855,100855
595,OR_LK_1709001202_02_100856,Smith Lake,390,2,1.167863565,508.5568715,1.709E+11,100856,100856
596,OR_LK_1709001202_02_100857,,390,2,0.932292206,23.76537465,1.709E+11,100857,100857
597,OR_LK_1709001202_02_100858,Fairview Lake,390,2,1.531271117,108.6067926,1.709E+11,100858,100858
598,OR_LK_1709001203_02_100862,,390,2,0.206619631,20.91198151,1.709E+11,100862,100862
599,OR_LK_1709001203_02_100863,,390,2,0.319524386,48.03917113,1.709E+11,100863,100863
600,OR_LK_1709001203_02_100864,Guiles Lake,390,2,0.79171346,21.67779118,1.709E+11,100864,100864
601,OR_LK_1709001203_02_100865,Petes Slough Reservoir,390,2,0.543287514,22.58336229,1.709E+11,100865,100865
602,OR_LK_1709001203_02_100866,McNary Lake,390,2,0.368327904,214.569429,1.709E+11,100866,100866
603,OR_LK_1709001203_02_100867,,390,2,0.506066641,48.56882495,1.709E+11,100867,100867
604,OR_LK_1709001203_02_100868,Rest Lake,390,2,0.23374211,20.29375862,1.709E+11,100868,100868
605,OR_LK_1709001203_02_100869,Scappoose Bay,390,2,4.230025339,300.045696,1.709E+11,100869,100869
606,OR_LK_1709001203_02_100870,Honeyman Creek,390,2,0.995412628,107.7597077,1.709E+11,100870,100870
607,OR_LK_1709001203_02_100871,Seal Lake,390,2,0.372371074,25.09944695,1.709E+11,100871,100871
608,OR_LK_1709001203_02_100872,Steelman Lake,390,2,0.366305172,105.6667692,1.709E+11,100872,100872
609,OR_LK_1709001203_02_100873,Crane Lake,390,2,0.981569231,122.236263,1.709E+11,100873,100873
610,OR_LK_1709001203_02_100874,Millionaire Lake,390,2,0.809905141,25.61051073,1.709E+11,100874,100874
611,OR_LK_1709001203_02_100875,Sturgeon Lake,390,2,7.230147309,3166.164052,1.709E+11,100875,100875
612,OR_LK_1709001203_02_100876,Frogmore Slough,390,2,0.43382709,35.48067636,1.709E+11,100876,100876
613,OR_LK_1709001203_02_100877,Aarons Lake,390,2,1.517407669,84.14350946,1.709E+11,100877,100877
614,OR_LK_1709001203_02_100878,Teal Creek,390,2,0.440403976,21.5963525,1.709E+11,100878,100878
615,OR_LK_1709001203_02_100879,,390,2,0.407023502,20.78880124,1.709E+11,100879,100879
616,OR_LK_1709001203_02_100880,,390,2,0.371297988,29.55078774,1.709E+11,100880,100880
617,OR_LK_1709001203_02_100881,Racetrack Lake,390,2,0.11787312,28.70797016,1.709E+11,100881,100881
618,OR_LK_1709001203_02_100882,Henrici Lake,390,2,0.794653812,84.68666411,1.709E+11,100882,100882
619,OR_LK_1709001203_02_100883,Cunningham Lake,390,2,2.56782028,156.9002841,1.709E+11,100883,100883
620,OR_LK_1710020101_05_100153,Sunset Lake,390,5,3.189887142,100.7802065,1.71002E+11,100153,100153
621,OR_LK_1710020201_05_100155,Vernonia Lake,390,5,0.416659957,32.25152644,1.71002E+11,100155,100155
622,OR_LK_1710020202_05_100156,Fishhawk Lake,390,5,1.363411873,52.59506309,1.71002E+11,100156,100156
623,OR_LK_1710020302_05_100157,McGuire Reservoir,390,5,3.593955546,136.4278065,1.71002E+11,100157,100157
624,OR_LK_1710020303_05_100158,Skookum Lake,390,5,1.068905809,33.96459373,1.71002E+11,100158,100158
625,OR_LK_1710020304_05_100159,Barney Reservoir,390,5,4.444335449,369.1219996,1.71002E+11,100159,100159
626,OR_LK_1710020308_05_100160,Cape Meares Lake,390,5,2.487447902,157.5934244,1.71002E+11,100160,100160
627,OR_LK_1710020309_01_100316,Lake Lytle,390,2,1.002947401,63.46575053,1.71002E+11,100316,100316
628,OR_LK_1710020309_05_100161,Smith Lake,390,5,0.807192059,42.15032127,1.71002E+11,100161,100161
629,OR_LK_1710020403_02_100162,Olalla Reservoir,390,2,2.450906151,96.13888363,1.71002E+11,100162,100162
630,OR_LK_1710020409_02_100163,Newport Reservoir,390,2,1.88845006,35.82572039,1.71002E+11,100163,100163
631,OR_LK_1710020409_02_100164,Devils Lake,390,2,7.437101768,631.8928981,1.71002E+11,100164,100164
632,OR_LK_1710020504_01_100165,Eckman Lake,390,2,0.996119754,57.82400283,1.71002E+11,100165,100165
633,OR_LK_1710020507_02_100166,Sutton Lake,390,2,1.624064048,113.9753867,1.71002E+11,100166,100166
634,OR_LK_1710020507_02_100167,Mercer Lake,390,2,5.687117169,350.1482393,1.71002E+11,100167,100167
635,OR_LK_1710020606_02_100168,Triangle Lake,390,2,3.473831918,290.3479254,1.71002E+11,100168,100168
636,OR_LK_1710020606_02_100169,Hult Log Storage Reservoir,390,2,1.026380668,41.23041936,1.71002E+11,100169,100169
637,OR_LK_1710020608_02_100170,Munsel Lake,390,2,1.786752067,104.6779616,1.71002E+11,100170,100170
638,OR_LK_1710020608_02_100171,Collard Lake,390,2,1.358845173,41.38513138,1.71002E+11,100171,100171
639,OR_LK_1710020608_02_100172,Clear Lake,390,2,1.884694867,152.8002576,1.71002E+11,100172,100172
640,OR_LK_1710020701_02_100175,Woahink Lake,390,2,6.35638418,745.9891497,1.71002E+11,100175,100175
641,OR_LK_1710020701_02_100176,Siltcoos Lake,390,2,24.14120807,3130.689139,1.71002E+11,100176,100176
642,OR_LK_1710020701_02_100177,Tahkenitch Lake,390,2,40.58515807,2117.850131,1.71002E+11,100177,100177
643,OR_LK_1710020701_02_100178,Cleawox Lake,390,2,2.013488172,76.5340119,1.71002E+11,100178,100178
644,OR_LK_1710030101_02_100181,Diamond Lake,390,2,13.54227233,3039.785087,1.71003E+11,100181,100181
645,OR_LK_1710030102_02_100182,Lemolo Lake,390,2,4.923836652,431.4191505,1.71003E+11,100182,100182
646,OR_LK_1710030105_02_100183,Soda Springs Reservoir,390,2,1.474940509,26.5763067,1.71003E+11,100183,100183
647,OR_LK_1710030105_02_100184,Toketee Lake,390,2,1.500820792,76.44671779,1.71003E+11,100184,100184
648,OR_LK_1710030105_02_100185,Lemolo Number 2 Forebay,390,2,0.613207949,20.20251264,1.71003E+11,100185,100185
649,OR_LK_1710030110_02_100186,Hemlock Lake,390,2,0.598308783,23.63891098,1.71003E+11,100186,100186
650,OR_LK_1710030111_02_100188,Cooper Creek Reservoir,390,2,3.731774075,136.4637234,1.71003E+11,100188,100188
651,OR_LK_1710030111_02_100189,Whistlers Bend Reservoir,390,2,0.908293616,32.43472264,1.71003E+11,100189,100189
652,OR_LK_1710030111_02_100190,Mar-Linn Log Pond,390,2,0.301987779,37.73578675,1.71003E+11,100190,100190
653,OR_LK_1710030111_02_100191,Platt 1 Reservoir,390,2,1.55214198,127.1187265,1.71003E+11,100191,100191
654,OR_LK_1710030201_02_100194,Fish Lake,390,2,1.334562311,93.52708716,1.71003E+11,100194,100194
655,OR_LK_1710030206_02_100195,Galesville Reservoir,390,2,8.275053493,557.7021228,1.71003E+11,100195,100195
656,OR_LK_1710030212_02_100196,Berry Creek Reservoir,390,2,5.820819633,222.4158754,1.71003E+11,100196,100196
657,OR_LK_1710030213_02_100198,Livingston Creek,390,2,1.201087031,48.51750703,1.71003E+11,100198,100198
658,OR_LK_1710030301_00_100200,Fords Pond,390,2,0.682657198,92.43333901,1.71003E+11,100200,100200
659,OR_LK_1710030303_02_100201,Bear Creek Reservoir,390,2,0.592610703,20.55910859,1.71003E+11,100201,100201
660,OR_LK_1710030305_02_100203,Loon Lake,390,2,5.166554844,258.3045265,1.71003E+11,100203,100203
661,OR_LK_1710030403_02_100204,,390,2,0.274857762,45.02395963,1.71003E+11,100204,100204
662,OR_LK_1710030403_02_100205,Beale Lake,390,2,0.592233878,53.99467516,1.71003E+11,100205,100205
663,OR_LK_1710030403_02_100206,Upper Empire Lake,390,2,0.472706387,25.9588442,1.71003E+11,100206,100206
664,OR_LK_1710030403_02_100207,Lake Merritt,390,2,0.985490762,27.16437254,1.71003E+11,100207,100207
665,OR_LK_1710030403_02_100208,Pony Creek,390,2,0.689804852,26.44850484,1.71003E+11,100208,100208
666,OR_LK_1710030403_02_100209,Lower Empire Lake,390,2,0.264849482,22.11269378,1.71003E+11,100209,100209
667,OR_LK_1710030403_02_100210,Upper Pony Creek Reservoir,390,2,2.525046459,111.2250967,1.71003E+11,100210,100210
668,OR_LK_1710030403_02_100211,,390,2,0.504410247,26.04956795,1.71003E+11,100211,100211
669,OR_LK_1710030404_02_100219,Lake Edna,390,2,0.62284763,34.76337687,1.71003E+11,100219,100219
670,OR_LK_1710030404_02_100220,Saunders Lake,390,2,1.515347087,56.14111665,1.71003E+11,100220,100220
671,OR_LK_1710030404_02_100221,Eel Lake,390,2,8.446982044,347.3407848,1.71003E+11,100221,100221
672,OR_LK_1710030404_02_100222,North Tenmile Lake,390,2,15.26449796,829.2281577,1.71003E+11,100222,100222
673,OR_LK_1710030404_02_100223,Clear Lake,390,2,5.470947159,309.8916261,1.71003E+11,100223,100223
674,OR_LK_1710030404_02_100224,Tenmile Lake,390,2,16.86651029,1138.48954,1.71003E+11,100224,100224
675,OR_LK_1710030501_02_100225,Kinnan Reservoir,390,2,0.9384304,22.38440122,1.71003E+11,100225,100225
676,OR_LK_1710030502_02_100226,Powers Pond,390,2,0.481634267,23.35121044,1.71003E+11,100226,100226
677,OR_LK_1710030601_02_100231,Floras Lake,390,2,3.100963557,272.4483738,1.71003E+11,100231,100231
678,OR_LK_1710030601_02_100232,Bradley Lake,390,2,0.569191127,22.95930987,1.71003E+11,100232,100232
679,OR_LK_1710030601_02_100233,Laurel Lake,390,2,1.10004144,43.57599035,1.71003E+11,100233,100233
680,OR_LK_1710030601_02_100234,Croft Lake,390,2,1.00504464,60.06343564,1.71003E+11,100234,100234
681,OR_LK_1710030604_02_100235,Garrison Lake,390,2,2.959718739,130.899836,1.71003E+11,100235,100235
682,OR_LK_1710030701_02_100236,North Fork Diversion Reservoir,390,2,2.395808517,39.78385202,1.71003E+11,100236,100236
683,OR_LK_1710030702_02_100237,Medco Pond,390,2,1.618009853,44.16640546,1.71003E+11,100237,100237
684,OR_LK_1710030702_02_100239,Horseshoe Lake,390,2,0.38574492,24.51814891,1.71003E+11,100239,100239
685,OR_LK_1710030702_02_100240,Island Lake,390,2,0.16804464,44.67089674,1.71003E+11,100240,100240
686,OR_LK_1710030702_02_100241,Grass Lake,390,2,0.508376438,25.44730321,1.71003E+11,100241,100241
687,OR_LK_1710030702_02_100242,Red Lake,390,2,0.46121884,28.82172623,1.71003E+11,100242,100242
688,OR_LK_1710030702_02_100243,Middle Lake,390,2,0.273685004,29.08720605,1.71003E+11,100243,100243
689,OR_LK_1710030703_02_100244,Lost Creek Lake,390,2,30.54462825,3156.003924,1.71003E+11,100244,100244
690,OR_LK_1710030704_02_100245,Willow Lake,390,2,2.070494935,311.9971127,1.71003E+11,100245,100245
691,OR_LK_1710030707_02_100246,Indian Lake Reservoir,390,2,1.183084374,48.94575894,1.71003E+11,100246,100246
692,OR_LK_1710030708_02_100247,Osborne Reservoir,390,2,0.64895528,24.18959237,1.71003E+11,100247,100247
693,OR_LK_1710030708_02_100248,Yankee Creek Reservoir,390,2,1.040476177,44.41183124,1.71003E+11,100248,100248
694,OR_LK_1710030708_02_100249,Wade Reservoir,390,2,0.442709066,23.62835056,1.71003E+11,100249,100249
695,OR_LK_1710030708_02_100250,Agate Reservoir,390,2,1.913137866,204.5808283,1.71003E+11,100250,100250
696,OR_LK_1710030708_02_100251,Fish Lake,390,2,3.85536002,383.4898203,1.71003E+11,100251,100251
697,OR_LK_1710030708_02_100252,Woolfolk Reservoir,390,2,0.529237108,29.37055008,1.71003E+11,100252,100252
698,OR_LK_1710030708_02_100253,Lake Creek Reservoir,390,2,0.927807951,42.42239372,1.71003E+11,100253,100253
699,OR_LK_1710030708_02_100254,F-P Reservoir,390,2,0.525758214,38.17617465,1.71003E+11,100254,100254
700,OR_LK_1710030708_02_100255,Woodrat Knob Reservoir,390,2,0.694052046,27.06747004,1.71003E+11,100255,100255
701,OR_LK_1710030801_02_100256,Reeder Reservoir,390,2,0.836080621,20.20223245,1.71003E+11,100256,100256
702,OR_LK_1710030801_02_100257,Emigrant Lake,390,2,9.087822272,780.6902717,1.71003E+11,100257,100257
703,OR_LK_1710030801_02_100258,Big Lake,390,2,0.859306373,20.82819311,1.71003E+11,100258,100258
704,OR_LK_1710030802_02_100260,Modoc Slough,390,2,0.166678771,59.91643432,1.71003E+11,100260,100260
705,OR_LK_1710030802_02_100261,,390,2,0.146277071,24.80070284,1.71003E+11,100261,100261
706,OR_LK_1710030802_02_100262,Modoc Pond,390,2,0.539432629,44.68225933,1.71003E+11,100262,100262
707,OR_LK_1710030802_02_100263,,390,2,0.359905675,36.1138864,1.71003E+11,100263,100263
708,OR_LK_1710030802_02_100264,,390,2,0.209164743,21.78974469,1.71003E+11,100264,100264
709,OR_LK_1710030802_02_100265,Whetstone Creek,390,2,0.778927057,55.75221237,1.71003E+11,100265,100265
710,OR_LK_1710030802_02_100266,Sams Valley Reservoir,390,2,0.314426344,41.17278813,1.71003E+11,100266,100266
711,OR_LK_1710030901_02_100274,Applegate Lake,390,2,11.95659859,950.5110744,1.71003E+11,100274,100274
712,OR_LK_1710030901_02_100275,Squaw Lakes,390,2,0.944171177,55.02328211,1.71003E+11,100275,100275
713,OR_LK_1710030906_02_100276,,390,2,0.394111807,78.51322458,1.71003E+11,100276,100276
714,OR_LK_1710031105_02_100277,Lake Selmac,390,2,2.105830696,139.7566718,1.71003E+11,100277,100277
715,OR_LK_1712000101_09_100893,,390,9,0.668684977,30.12710605,1.712E+11,100893,100893
716,OR_LK_1712000101_09_100894,,390,9,0.521638319,42.2135435,1.712E+11,100894,100894
717,OR_LK_1712000101_09_101332,<Null>,390,9,0.132055554,4.857834514,1.712E+11,101332,101332
718,OR_LK_1712000102_09_100896,Malheur Slough,390,9,5.036560378,122.5630954,1.712E+11,100896,100896
719,OR_LK_1712000102_09_100898,,390,9,0.949659877,37.08060605,1.712E+11,100898,100898
720,OR_LK_1712000102_09_100899,Corcoran Reservoir,390,9,0.763581095,46.87772371,1.712E+11,100899,100899
721,OR_LK_1712000104_09_101333,<Null>,390,9,0.886594481,173.9933468,1.712E+11,101333,101333
722,OR_LK_1712000104_09_101334,<Null>,390,9,1.576913328,296.3317359,1.712E+11,101334,101334
723,OR_LK_1712000104_09_101335,<Null>,390,9,0.917094984,274.3602178,1.712E+11,101335,101335
724,OR_LK_1712000104_09_101336,<Null>,390,9,0.227595507,120.7044025,1.712E+11,101336,101336
725,OR_LK_1712000105_05_100901,South Fork Jackass Creek,390,5,0.455631411,26.99420259,1.712E+11,100901,100901
726,OR_LK_1712000105_09_100902,Weed Lake,390,9,1.775707263,238.8418449,1.712E+11,100902,100902
727,OR_LK_1712000105_09_101337,<Null>,390,9,0.465448191,64.24370461,1.712E+11,101337,101337
728,OR_LK_1712000105_09_101338,<Null>,390,9,0.529857959,64.26506824,1.712E+11,101338,101338
729,OR_LK_1712000105_09_101339,<Null>,390,9,0.777258165,122.3096724,1.712E+11,101339,101339
730,OR_LK_1712000105_09_101340,<Null>,390,9,0.230320709,53.0257052,1.712E+11,101340,101340
731,OR_LK_1712000105_09_101341,<Null>,390,9,0.398607767,65.55904685,1.712E+11,101341,101341
732,OR_LK_1712000106_09_100904,White Lake,390,9,0.518002115,137.6020546,1.712E+11,100904,100904
733,OR_LK_1712000106_09_100905,Highline Ditch,390,9,1.282148791,347.9718978,1.712E+11,100905,100905
734,OR_LK_1712000106_09_100906,Dry Lake Reservoir,390,9,2.319721948,936.8665662,1.712E+11,100906,100906
735,OR_LK_1712000106_09_100907,Barton Lake,390,9,1.285095834,159.1041319,1.712E+11,100907,100907
736,OR_LK_1712000106_09_100908,Dry Lake Reservoir,390,9,0.218333861,77.68220562,1.712E+11,100908,100908
737,OR_LK_1712000106_09_100909,Smyth Reservoir,390,9,0.675383151,20.18068846,1.712E+11,100909,100909
738,OR_LK_1712000107_09_100912,Malheur Slough,390,9,46.5102616,73544.38427,1.712E+11,100912,100912
739,OR_LK_1712000107_09_100913,Harney Lake,390,9,33.30745843,31369.44066,1.712E+11,100913,100913
740,OR_LK_1712000107_09_100914,Mud Lake,390,9,7.133013375,7921.030094,1.712E+11,100914,100914
741,OR_LK_1712000107_09_100915,Malheur Lake,390,9,0.849755398,191.4050801,1.712E+11,100915,100915
742,OR_LK_1712000107_09_101416,<Null>,390,9,1.081590893,198.242887,1.712E+11,101416,101416
743,OR_LK_1712000201_09_100920,Sproul Reservoir,390,9,0.559086653,35.05678004,1.712E+11,100920,100920
744,OR_LK_1712000203_09_100921,Pronghorn Reservoir,390,9,0.296063206,69.60233941,1.712E+11,100921,100921
745,OR_LK_1712000203_09_100922,Buffalo Lake,390,9,0.501679806,43.0218165,1.712E+11,100922,100922
746,OR_LK_1712000205_09_100923,Yellowjacket Lake,390,9,0.903998638,33.09216615,1.712E+11,100923,100923
747,OR_LK_1712000206_09_101342,<Null>,390,9,0.701379415,82.55923961,1.712E+11,101342,101342
748,OR_LK_1712000206_09_101343,<Null>,390,9,0.088078769,81.05811818,1.712E+11,101343,101343
749,OR_LK_1712000206_09_101422,<Null>,390,9,2.009434351,25.79969421,1.712E+11,101422,101422
750,OR_LK_1712000207_09_100925,,390,9,1.478713354,31.68598281,1.712E+11,100925,100925
751,OR_LK_1712000207_09_100926,,390,9,1.661414553,28.68205534,1.712E+11,100926,100926
752,OR_LK_1712000207_09_100927,Square Well Slough,390,9,2.687434343,69.14181293,1.712E+11,100927,100927
753,OR_LK_1712000207_09_100928,,390,9,0.924827232,21.3391302,1.712E+11,100928,100928
754,OR_LK_1712000207_09_100929,,390,9,0.480743599,20.97829658,1.712E+11,100929,100929
755,OR_LK_1712000207_09_100930,,390,9,1.60042045,28.00038767,1.712E+11,100930,100930
756,OR_LK_1712000207_09_100931,Hines Mill Pond,390,9,0.135491703,32.84704484,1.712E+11,100931,100931
757,OR_LK_1712000207_09_100932,Paiute Reservoir,390,9,0.555034069,53.62932527,1.712E+11,100932,100932
758,OR_LK_1712000207_09_101344,<Null>,390,9,0.403711147,151.3266485,1.712E+11,101344,101344
759,OR_LK_1712000207_09_101345,<Null>,390,9,0.397019221,70.52384341,1.712E+11,101345,101345
760,OR_LK_1712000302_09_100936,Peanut Lake,390,9,0.524044009,53.15269169,1.712E+11,100936,100936
761,OR_LK_1712000302_09_100937,Baca Lake,390,9,2.911043209,702.2432853,1.712E+11,100937,100937
762,OR_LK_1712000302_09_100938,Knox Pond,390,9,1.000325821,287.8278883,1.712E+11,100938,100938
763,OR_LK_1712000302_09_100939,Krumbo Reservoir,390,9,1.658014694,219.0856952,1.712E+11,100939,100939
764,OR_LK_1712000302_09_100940,Kern Reservoir,390,9,1.021989301,102.8021636,1.712E+11,100940,100940
765,OR_LK_1712000303_09_100944,,390,9,0.889491724,80.08644941,1.712E+11,100944,100944
766,OR_LK_1712000304_09_100947,,390,9,1.249513691,47.19911946,1.712E+11,100947,100947
767,OR_LK_1712000304_09_100948,,390,9,1.005847884,24.26860898,1.712E+11,100948,100948
768,OR_LK_1712000304_09_100949,,390,9,0.89703269,47.11957181,1.712E+11,100949,100949
769,OR_LK_1712000304_09_100950,,390,9,3.01609551,30.16937783,1.712E+11,100950,100950
770,OR_LK_1712000304_09_100951,,390,9,2.0892671,59.57563631,1.712E+11,100951,100951
771,OR_LK_1712000402_09_100954,Delintment Lake,390,9,0.741124064,61.62509807,1.712E+11,100954,100954
772,OR_LK_1712000403_09_100955,Zoglmann Reservoir,390,9,1.379071889,45.70953282,1.712E+11,100955,100955
773,OR_LK_1712000403_09_100956,,390,9,0.444042373,30.04902418,1.712E+11,100956,100956
774,OR_LK_1712000403_09_100957,Virginia Creek,390,9,0.426380803,34.29258031,1.712E+11,100957,100957
775,OR_LK_1712000403_09_100958,Chickahominy Reservoir,390,9,4.321398265,484.7012816,1.712E+11,100958,100958
776,OR_LK_1712000403_09_100959,Sheep Lake,390,9,1.683994258,350.6682158,1.712E+11,100959,100959
777,OR_LK_1712000403_09_101346,<Null>,390,9,0.996848671,114.0857793,1.712E+11,101346,101346
778,OR_LK_1712000403_09_101347,<Null>,390,9,0.62629662,65.65183281,1.712E+11,101347,101347
779,OR_LK_1712000403_09_101348,<Null>,390,9,0.471402734,66.20582615,1.712E+11,101348,101348
780,OR_LK_1712000403_09_101412,<Null>,390,9,0.363479819,99.97735521,1.712E+11,101412,101412
781,OR_LK_1712000404_09_100960,Hay Lake,390,9,1.111669368,132.403979,1.712E+11,100960,100960
782,OR_LK_1712000404_09_100961,,390,9,1.18703912,131.0180291,1.712E+11,100961,100961
783,OR_LK_1712000404_09_101413,<Null>,390,9,1.628628491,299.0683914,1.712E+11,101413,101413
784,OR_LK_1712000404_09_101414,Rimrock Lake,390,9,0.697070421,60.03128643,1.712E+11,101414,101414
785,OR_LK_1712000406_09_101349,<Null>,390,9,0.826661263,74.19126622,1.712E+11,101349,101349
786,OR_LK_1712000406_09_101350,<Null>,390,9,0.339304927,50.44129376,1.712E+11,101350,101350
787,OR_LK_1712000406_09_101351,<Null>,390,9,0.348909642,173.8314934,1.712E+11,101351,101351
788,OR_LK_1712000406_09_101352,<Null>,390,9,0.986235052,218.4889023,1.712E+11,101352,101352
789,OR_LK_1712000407_09_101353,<Null>,390,9,1.254349507,167.2138282,1.712E+11,101353,101353
790,OR_LK_1712000407_09_101354,<Null>,390,9,0.632914349,83.52968678,1.712E+11,101354,101354
791,OR_LK_1712000407_09_101355,Capehart Lake,390,9,3.686530584,1262.036605,1.712E+11,101355,101355
792,OR_LK_1712000407_09_101356,<Null>,390,9,1.58687966,200.2773661,1.712E+11,101356,101356
793,OR_LK_1712000408_09_101357,<null>,390,9,0.665236094,70.28616363,1.712E+11,101357,101357
794,OR_LK_1712000408_09_101358,<Null>,390,5,2.503331658,161.5681417,1.712E+11,101358,101358
795,OR_LK_1712000408_09_101359,<null>,390,9,0.389187375,56.3460712,1.712E+11,101359,101359
796,OR_LK_1712000408_09_101360,<null>,390,9,0.992071311,156.4855494,1.712E+11,101360,101360
